#desc	2022 version of the <a href="https://play.google.com/store/apps/details?id=com.optimiskh.chuonnathdictionary&hl=en-US">Chuon Nath Digital Dictionary</a>
#priority	1
#word	khph	def
កងវរសេនាតូច	[កង-វៈ-រៈ-សេ-ណា-តូច]	<ul><li><strong>ន.</strong> កងប្រដាប់អាវុធ ដែលមានឋានានុក្រមបន្ទាប់ក្រោមកងវរសេនាធំ<em> :កងវរសេនាតូចកាំភ្លើងធំ។</em></li></ul>
កងវរសេនាធំ	[កង-វៈ-រៈ-សេ-ណា-ធំ]	<ul><li><strong>ន.</strong> កងប្រដាប់អាវុធដែលមានឋានានុក្រមបន្ទាប់ក្រោមកងពលតូច។</li></ul>
កងសោយ	[កង-សោយ]	<ul><li><strong>ន.</strong> ឈ្មោះបទភ្លេងខ្មែរមួយយ៉ាង<em> :បទកងសោយ។</em></li></ul>
កងអនុសេនាតូច	[កង-អៈ-នុ-សេ-ណា-តូច]	<ul><li><strong>ន.</strong> កងប្រដាប់អាវុធដែលមានឋានានុក្រមបន្ទាប់ក្រោមកងអនុសេនាធំ។</li></ul>
កងអនុសេនាធំ	[កង-អៈ-នុ-សេ-ណា-ធំ]	<ul><li><strong>ន.</strong> កងប្រដាប់អាវុធដែលមានឋានានុក្រមបន្ទាប់ក្រោមកងវរសេនាតូច។</li></ul>
កងអន្តរាគមន៍	[កង-អន់-តៈ-រ៉ា-គំ]	<ul><li><strong>ន.</strong> កងកម្លាំងដែលមានភារកិច្ចជួយសម្របសម្រួលក្នុងបញ្ហាសន្តិសុខឬគ្រោះអាសន្នណាមួយ<em> :កងអន្តរាគមន៍ពិសេស, កងអន្តរាគមន៍រថពាសដែក, កងអន្តរាគមន៍ជើងទឹក។</em></li></ul>
កង់	[កង់]	<ul><li><strong>ន.</strong> (<strong>ព.សា.</strong>) យានកង់ពីរដែលអាចប្រព្រឹត្តទៅមុខបានដោយសារឈ្នាន់, ច្រវាក់, ថាស ជាដើមដែលដាក់ទាក់ទងគ្នាជាមួយនឹងដុំនៃកង់ក្រោយនិងដុំកណ្ដាល; ទោចក្រយាន។</li><li><strong>ន.</strong> ប្រដាប់រទេះមានវង់ព័ទ្ធជុំវិញចុងកាំ<em> :កង់រទេះ។</em></li><li><strong>ន.</strong> អ្វីៗដែលកាត់ជាកំណាត់ ជាដុំខ្លីៗ<em> :ត្រីមួយកង់។</em></li><li><strong>ន.</strong> ឈ្មោះនំមួយប្រភេទមានសណ្ឋានដូចកង់<em> :នំកង់។</em></li></ul>
កង់ឌុប	[កង់-ឌុប]	<ul><li><strong>ន.</strong> (<strong>ព.សា.</strong>) មធ្យោបាយដឹកជញ្ជូនដោយកង់យកថ្លៃឈ្នួល<em> :របររត់កង់ឌុបមាននៅទសវត្សរ៍ឆ្នាំ១៩៨០។</em></li></ul>
កង់ទីន	[កង់-ទីន]	<ul><li>(<strong>បារ.</strong> cantine)<strong>ន.</strong> (<strong>ម.ព.</strong> អាហារដ្ឋាន)។</li></ul>
កង់បី	[កង់-បី]	<ol><li>(<strong>ព.សា.</strong>) មធ្យោបាយដឹកជញ្ជូនដោយរ៉ឺម៉កដែលអូសដោយម៉ូតូដឹកអ្នកដំណើរយកថ្លៃឈ្នួល។ ថ្វីបើចំនួនកង់មានដល់ទៅបួន តែគេនៅតែហៅថាកង់បីដដែល<em> :ជិះកង់បី, សូមហៅកង់បីឱ្យខ្ញុំផង!</em></li><li>(<strong>ព.សា.</strong>) មធ្យោបាយដឹកជញ្ជូនដោយម៉ូតូមានកង់បីយកថ្លៃឈ្នួល។(សម័យសង្គមរាស្ត្រនិយមគេហៅ «ឡាំប៉ាតា» Lambretta តាមឈ្មោះក្រុមហ៊ុនផលិត។ សព្វថ្ងៃនេះជួនគេហៅ «ផាសអាប់» តាមឈ្មោះកម្មវិធីសម្រាប់ហៅរថឈ្នួលតាមប្រព័ន្ធអ៊ីនធឺណិតឬជួនហៅតាមភាសាថៃថា តុកតុក ក៏មាន)។</li></ol>
កង់យោង	[កង់-យោង]	<ul><li><strong>ន.</strong> កង់លោហៈមួយបែបភ្ជាប់ទៅនឹងម៉ាស៊ីនសម្រាប់បង្កើនកម្លាំងវិលឱ្យបានខ្លាំង<em> :កង់យោងម៉ាស៊ីនកិនស្រូវ។</em></li></ul>
កង់រវៃ	[កង់-រ-វៃ]	<ul><li><strong>ន.</strong> ឧបករណ៍ដែលមានរាងជារង្វង់ អាចវិលលើអ័ក្សមួយសម្រាប់រវៃអ្វីមួយឱ្យដំណើរការ។</li></ul>
កង់សឺគួរ	[កង់-សឺ-កួ]	<ul><li>(<strong>បារ.</strong> secours)១)កង់ដែលទុកបម្រុងសម្រាប់ប្ដូរពេលបែកឬពេលខូច<em> :រថយន្តធំធ្លាក់កង់សឺគួរ ទៅត្រូវអ្នកបើកម៉ូតូ។</em></li></ul><ol><li>(<strong>សំនួន.</strong>) មនុស្សឬរបស់បម្រុងដែលគេយកមកប្រើតែពេលគេត្រូវការ<em> :ខ្ញុំមិនមានកង់សឺគួរទុកពេលឈ្លោះគ្នាទេ។</em></li></ol>
កង្កាញ់	[កង់-កាញ់]	<ul><li><strong>កិ.</strong> (<strong>ម.ព.</strong> អង្កាញ់{¥¥}២{££}{¥¥}៣{££})។</li></ul>
កង្កុញ	[កង់-កុញ]	<ul><li><strong>កិ.</strong> (<strong>ម.ព.</strong> អង្កុញ)។</li></ul>
កង្កួច	[កង់-កួច]	<ul><li><strong>កិ.</strong> ស្រែករកគ្នា (ដំរី)<em> :ដំរីកង្កួច។</em></li></ul>
កង្កួញ	[កង់-កួញ]	<ul><li><strong>កិ.</strong> ក្ដាប់ដៃ, ក្ដាប់ប្រមោយ ដោយបួងដៃ ឬប្រមោយឡើង។</li></ul>
កង្កែប	[កង់-កែប]	<ul><li><strong>ន.</strong> ឈ្មោះសត្វទឹកមួយប្រភេទ មានជើង ៤ចេះហែលទឹក, មុជទឹក, លោតលើគោកក៏បាន ច្រើននៅអាស្រ័យនឹងទីក្បែរមាត់ទឹក ឬនឹងរន្ធដីក៏នៅបាន។</li></ul>
កង្កែបកូប	[កង់-កែប-កូប]	<ul><li><strong>ន.</strong> កង្កែបដែលមានរូបធំ យំឮសូរកូបៗ។</li></ul>
កង្កែបបោប	[កង់-កែប-បោប]	<ul><li><strong>ន.</strong> សាច់កង្កែបដែលគេធ្វើជាម្ហូបម្យ៉ាងហៅថា បោប<em> :កង្កែបបោបជាម្ហូបប្រចាំតំបន់។</em></li></ul>
កង្កែបប្រុយ	[កង់-កែប-ប្រុយ]	<ul><li><strong>ន.</strong> ឈ្មោះកង្កែបមួយប្រភេទ មាឌតូច ដងខ្លួនវែង ជើងវែងៗ, អ្នកស្រុកខ្លះហៅ កូនស្ងើន។</li></ul>
កង្កែបអាចម៍គោ	[កង់-កែប-អាច់-គោ]	<ul><li><strong>ន.</strong> ឈ្មោះកង្កែបមួយប្រភេទ មាឌតូចប៉ុនគ្នានឹងកង្កែបប្រុយដែរ ប៉ុន្តែដងខ្លួនខ្លី ជើងក៏ខ្លីៗដែរ សម្បុរស្ទើរលឿង នៅតែក្នុងកំពាយអាចម៍គោលើគោក។</li></ul>
កង្កែបអាចម៍គោលោតខាំពស់វែក	[ ]	<ul><li>(<strong>ព.ទ.បុ.</strong>) អ្នកឥតអំណាចឬខ្សោយអំណាចហ៊ានប្រទូស្តទៅរកអ្នកមានអំណាច។</li></ul>
កង្កែបអាចម៍គោហ៊ានលោតខាំពស់វែក	[ ]	<ul><li>(<strong>ព.ទ.បុ.</strong>) រាស្ត្រតូចតាចហ៊ានប្រណាំងប្រជែងជាមួយនឹងមន្ត្រីមានស័ក្ដិធំ។</li></ul>
កង្ខា	[ក័ង-ខា]	<ul><li>(<strong>បា.</strong>)<strong>ន.</strong> សេចក្ដីសង្ស័យ, សេចក្ដីសន្ទិះ។</li></ul>
កង្ខើញ	[កង់-ខើញ]	<ol><li><strong>កិ.</strong> លើកទាញឬលាត់សម្លៀកឱ្យខើចឡើង<em> :កង្ខើញសំពត់, កង្ខើញខោ។</em></li><li>ក្ដាប់ពង្រួញដៃប្រុងនឹងចូលប្រដាល់ឬតទប់នឹងសត្រូវ<em> :កង្ខើញដៃចូលដាល់, កងទ័ពកាន់តែកង្ខើញចូលជិតណាស់ហើយ។</em></li></ol>
កង្វល់	[កង់-វ៉ល់]	<ul><li><strong>ន.</strong> សេចក្ដីខ្វល់ចិត្ត ខ្វល់គំនិត<em> :ខ្ញុំមានកង្វល់។(កុំប្រើថា ខ្ញុំមានសេចក្ដីកង្វល់)។</em></li></ul>
កង្វាក់	[កង់-វ៉ាក់]	<ul><li><strong>គុ.</strong>, <strong>ន.</strong> (<strong>ព.ទ្រ.</strong>) ដែលខ្វាក់; មនុស្សឬសត្វដែលខ្វាក់<em> :គោកង្វាក់; ខ្មោចអាកង្វាក់!</em></li><li><strong>ន.</strong> អាការៈងងឹតមើលមិនឃើញរបស់ភ្នែក តែរចនាសម្ព័ន្ធគ្រាប់ភ្នែកនៅធម្មតា។</li></ul>
កង្វារ	[កង់-វ៉ា]	<ul><li><strong>ន.</strong> ប្រដាប់សម្រាប់ខ្វារ<em> :កង្វារត្រចៀក, កង្វារក្ដាម, កង្វារកង្កែប។</em></li></ul>
កង្វិន	[កង់-វ៉ិន]	<ul><li><strong>គុ.</strong>, <strong>ន.</strong> (<strong>ព.ទ្រ.</strong>) ដែលខ្វិន; មនុស្សឬសត្វដែលខ្វិន<em> :បុរសកង្វិន; អាកង្វិន!</em></li></ul>
កង្វេរ	[កង់-វ៉េ]	<ul><li><strong>ន.</strong> ប្រដាប់មានផ្លែក្ងក់ធ្វើដោយដែក មានដងធ្វើដោយឈើសម្រាប់កាវដំរី។</li></ul>
កង្វះ	[កង់-វ៉ះ]	<ul><li><strong>ន.</strong> ការខ្វះ ភាពខ្វះខាត ការមិនគ្រប់គ្រាន់<em> :កង្វះអនាម័យ, កង្វះជីវជាតិ។</em></li></ul>
កង្វះខាត	[កង់-វ៉ះ-ខាត]	<ul><li><strong>ន.</strong> ការខ្វះខាត, ភាពខ្វះខាត។</li></ul>
កង្ហារ	[កង់-ហា]	<ul><li><strong>ន.</strong> ប្រដាប់មានស្លាបដែលអាចនឹងវិលដោយកម្លាំងខ្យល់បាន។</li></ul>
កង្ហារអគ្គិសនី	[កង់-ហា-អ័ក-គិ-សៈ-នី]	<ul><li><strong>ន.</strong> ប្រដាប់មានស្លាបដែលអាចនឹងវិលដោយកម្លាំងអគ្គិសនី បង្កើតជាខ្យល់បក់ឱ្យល្ហើយ។</li></ul>
កង្ហិច	[កង់-ហិច]	<ul><li><strong>ន.</strong> ឈ្មោះសត្វពួកកង្ហែន មាឌតូចជាងកង្ហែន ធំទ្រើសជាងកន្ថឹក។</li></ul>
កង្ហែន	[កង់-ហែន]	<ul><li><strong>ន.</strong> សត្វមួយប្រភេទ ក្នុងពួកសត្វមានដោះសម្បុរខ្មៅប្រផេះ រូបធំជាងកង្ហិច ស៊ីផ្លែឈើនិងសាច់ក្នុងគ្រាប់ឈើជាអាហារ។(<strong>បា.</strong> ហៅ កលន្ទក)។</li></ul>
កងៗ	[កង-កង]	<ul><li><strong>ឧ.</strong> (<strong>ម.ព.</strong> ឡងៗ)។</li></ul>
កច្ចជាតិ	[កាច់-ចៈ-ជាត]	<ul><li><strong>ន.</strong> រុក្ខជាតិពុល, រុក្ខជាតិដែលមានជាតិពុល<em> :ស្លែងជាកច្ចជាតិ។</em></li></ul>
កច្ចាយនូបត្ថម្ភកៈ	[កាច់-ចា-យ៉ៈ-នូ-ប៉ាត់-ថាំ-ភៈ-កៈ]	<ul><li>(<strong>បា.</strong>)<strong>ន.</strong> ឈ្មោះក្បួនវេយ្យាករណ៍ជាជំនួយដល់មូលកច្ចាយនៈដែលសម្ដេចព្រះមហាសុមេធាធិបតី ជួន ណាត ជោតញ្ញាណោ ព្រះសង្ឃរាជ គណៈមហានិកាយ បានរៀបរៀងក្នុងកាលដែលសម្ដេចមានសមណស័ក្ដិជាព្រះគ្រូសង្ឃសត្ថា។</li></ul>
កច្ចាយនៈ	[កាច់-ចា-យ៉ៈ-នៈ]	<ul><li>(<strong>បា.</strong>)<strong>ន.</strong> នាមព្រះមហាថេរមួយអង្គ ជាអ្នកតែងក្បួនវេយ្យាករណ៍បាលីសម័យជាន់ដើម។ វេយ្យាករណ៍បាលីនោះ ក៏ហៅថា កច្ចាយនៈដែរ (ច្រើនហៅថា មូលកច្ចាយនៈ)។</li></ul>
កញ្ចក	[កញ់-ចក]	<ul><li><strong>ន.</strong> (<strong>ព.ទ្រ.</strong>) មនុស្ស ឬសត្វដែលខ្ចកជើង។</li></ul>
កញ្ចក់	[កញ់-ចក់]	<ul><li><strong>ន.</strong> កែវឆ្លុះស្រមោល សម្រាប់មើលតែងខ្លួន។ កែវដែលសម្រាប់ដាក់ធ្វើជញ្ជាំងទូ ឬកាត់ឱ្យតូចៗ បិទភ្ជាប់ទៅលើវត្ថុអ្វីៗ ក៏ហៅថា កញ្ចក់ ដែរ<em> :ទូកញ្ចក់, កញ្ចក់ឆ្លុះ, ឆ្លុះកញ្ចក់, តោកដាំកញ្ចក់ ...។</em></li><li><strong>ន.</strong> សារធាតុរឹងថ្លាប្រភេទជាកែវ ប្រើជាឧបករណ៍ផ្សេងៗច្រើនប្រភេទ ដូចជាឧបករណ៍សំណង់, ឧបករណ៍ប្រើប្រាស់ក្នុងផ្ទះជាដើម<em> :អគារកញ្ចក់, ទូកញ្ចក់, ទូកញ្ចក់ចិញ្ចឹមត្រី។</em></li></ul>
