oval	(<i>D</i>/<i>E</i>) oval.<br><p-l>mengovalkan </p-l>to make s.t. oval-shaped.\n　<br><p-l>keovalan </p-l>ovalness.
ovari(um)	<p-n>D</p-n> ovary.
ovasi	<p-n>D</p-n> ovation.
oven	<p-n>D</p-n> <br><p-l>1 </p-l>oven, kiln. <i>langsung</i> <i>dari</i> – fresh from the oven. <br><p-l>2 </p-l>stove. –\n<i>bakar</i> kiln. – <i>gas</i> gas stove. <br><p-l>3 </p-l>(in the tobacco industry) dehydration.<br><p-l>mengoven </p-l>to bake in an oven.<br><p-l>pengoven </p-l>dehydrator (in an oven). ~ <i>kopra</i> copra maker.
over	(<i>D</i>?) to change gears.
over-	(<i>D</i>/<i>E</i>) (a prefix meaning) above, too much, excessive(ly), very.
overaktif	<p-n>E</p-n> overactive.
overakting	<p-n>E</p-n> overacting.
overdosis	<p-n>D</p-n> overdose.
overste	(<i>D</i> <i>ob</i>) lieutenant-colonel; → LÉTNAN <i>kolonél</i>, OBROS.
overval	<p-n>D</p-n> hasp.
overzak	(<i>D</i> <i>ob</i>) to pour (cheaper grade cement) from its original bag into a (higher grade cement) bag (in order to increase its selling price).
ovulasi	<p-n>D</p-n> ovulation.<br><p-l>mengovulasikan </p-l>to ovulate.
ovum	<p-n>D</p-n> ovum.
owa-owa	Javan silvery gibbon, <i>Hylobates</i> <i>moloch</i>.
owel	<p-n>Jv</p-n> reluctant (to be separated from s.t.), unwilling (to lose s.t.). <i>Tetapi</i> <i>meréka</i> <i>bersikap</i> – <i>melepaskan</i> <i>uangnya</i> <i>guna</i> <i>meninggalkan</i> <i>produksi</i> <i>kapas</i>. But they were reluctant to lay out their money to increase cotton production.
owengan	(<i>E</i> <i>ob</i>) Owen-gun.
owé(h)	(<i>C</i> <i>J</i>) (used by men) I, me; yes; → SAYA.
oyak I	(<i>M</i> <i>J</i>) shaky, unsteady.<br><p-l>mengoyak(-<b>oyak</b>)<b>kan</b> </p-l>to shake, vibrate.
oyak II	<p-n>Jv</p-n> <br><p-l>mengoyak </p-l>to chase, pursue, run after.
oyan	<p-n>C</p-n> black Chinese painting powder.
oyod	(<i>J</i>/<i>Jv</i>) <br><p-l>1 </p-l>root (of a plant); vine stem, stalk, creeper (fodder for goats). <br><p-l>2 </p-l>snake (taboo word). <br><p-l>3 </p-l>period in which the rice plant ripens, about six months. – <i>munding</i> k.o. pulse, <i>Padbruggea</i> <i>dasyphylla</i>. – <i>santenan</i> k.o. medicinal plant, <i>Ficus</i> <i>aurantiaca</i> <i>Griff</i>, <i>F</i>. <i>callicarpa</i> <i>Miq</i>.
oyok	(<i>J</i>/<i>Jv</i>) <br><p-l>mengoyok </p-l>[and <br><p-l>ngoyok </p-l><p-n>coq</p-n>] to pursue, chase after, hunt down.<br><p-l>ngoyok-<b>ngoyok</b> </p-l>to race. ~ <i>waktu</i> to race against time.
oyong I	shaking, trembling, swaying, moving.<br><p-l>mengoyongkan </p-l>to shake, make s.t. tremble.
oyong II	<p-n>J</p-n> a creeping plant, angled luffa, strainer vine, <i>Luffa</i> <i>acutan</i>- <i>gula</i>, whose edible fruit resembles the bitter gourd; → GAMBAS.
oyot I	 → OYOD. <i>kena</i> – <i>mimang</i> bothered by invisible creatures.
oyot II	<p-n>J</p-n> <br><p-l>ngoyot </p-l>to drink straight from the bottle.
oyék	<p-n>Jv</p-n> dried, grated cassava, boiled and then eaten.
Oz	<p-n>sl</p-n> Australia.
ozon	<p-n>D</p-n> ozone. <i>lapisan</i> – the ozone layer.
ozonisasi	<p-n>D</p-n> ozonization.
oék	<p-n>onom</p-n> neighing.<br><p-l>mengoék </p-l>to neigh.
p and P I	 /pé/ the 16th letter of the Latin alphabet used for writing Indonesian.
P dan K	<p-n>init</p-n> → PENDIDIKAN <i>dan</i> <i>Kebudayaan</i>. <i>Départemén</i> – Min- istry of Education and Culture. <i>Menteri</i> – Minister of Education and Culture.
p II	<p-n>abbr</p-n> [Pagina] <p-n>D</p-n> page.
P III	[Paduka] Excellency.
P IV	<p-n>abbr</p-n> [Pangéran] Prince. <i>P</i>. <i>Diponegoro</i> Prince Diponegoro.
P IX	<i>lima</i> – [Perut, Pakaian, Perumahan, Pergaulan, dan Penge- tahuan] The people’s five needs according to President Soe- karno: Stomach, Clothing, Housing, Intercourse (social or sexual), and Knowledge.
P V	[(Wanita) Pelacur] prostitute; → WTS.
P VI	<p-n>abbr</p-n> [Pulau] Island. <i>P</i>. <i>Jawa</i> the Island of Java.
P VII	<p-n>abbr</p-n> [Putu] <p-n>Bal</p-n> name element placed before personal names to indicate the firstborn child in a family, such as <br><p-l>P(</p-l><i>utu</i>) <i>Setia</i>.
P VIII	car license plate for Besuki.
p.p. III	<p-n>abbr</p-n> [Pulang Pergi] <br><p-l>1 </p-l>round trip. <br><p-l>2 </p-l>vice versa. <br><p-l>3 </p-l>to and fro, back and forth.
P4	<p-n>init</p-n> → PEDOMAN <i>Penghayatan</i> <i>dan</i> <i>Pengamalan</i> <i>Pancasila</i>.
P4 and PPPP	<p-n>init</p-n> ) PEDOMAN <i>Penghayatan</i> <i>dan</i> <i>Pengamalan</i> <i>Pancasila</i>, P4.
P5	<p-n>init</p-n> an umbrella initialism referring to five types of Army reg- ulations: \n<b>PBB</b>-<b>PPM</b>-<b>PDT</b>-<b>PUD</b>-<b>PDG</b>, respectively expanded to: Peraturan Baris-Berbaris Drill Regulations; Peraturan Peng- hormatan Militér Military Honors Regulations; Peraturan Di- siplin Tentara Military Discipline Regulations; Peraturan Urusan Dalam Domestic Affairs Regulations; Peraturan Dinas Garnisun Garrison Service Regulations.
pa I	<p-n>S</p-n> clipped form of \n<b>bapak</b>.
pa II	(in acronyms) → PERWIRA i.
PA III	<p-n>init</p-n> ) PAKU <i>Alam</i>.
PA IV	<p-n>init</p-n> → PANGKALAN <i>Armada</i>.
PA V	<p-n>init</p-n> → PENGADILAN <i>Agama</i>.
pa-pa	<p-n>coq</p-n> → APA-APA.
PAA	<p-n>init</p-n> → PANGÉRAN <i>Adipati</i> <i>Ario</i>.
PAAD	 → PERWIRA <i>Administrasi</i>.
paal I	 /pa’al/ → FAAL I.
paal II	<p-n>D</p-n> /pal/ about 1507 meters; → PAL I.
Paasbrood	<p-n>D</p-n> /pasbrot/ hot cross bun; → ROTI <i>Paskah</i>.
paberik	 → PABRIK.
pabian	 → PABÉAN.
pabila	clipped form of <br><p-l>apabila </p-l>when(ever). <i>barang</i> – (at) any time.\n– <i>pun</i> <i>tidak</i> never.
pabrik	<p-n>D</p-n> factory, plant, works. <i>buatan</i> – make, manufacture. <i>cap</i>\n– trademark. <i>kepala</i> – production manager. <i>manajér</i> – factory manager. <i>pengusaha</i> – maker, manufacturer. – <i>baja</i> steel mill. – <i>baja</i> <i>canai</i> <i>dingin</i> cold rolling mill. – <i>baja</i> <i>lembaran</i> <i>panas</i> hot strip mill [HSM]. – <i>batik</i> batik plant. – <i>bekas</i> not a brand-new factory, secondhand factory. – <i>berskala</i> <i>besar</i> <i>dan</i> <i>menengah</i> large- and medium-scale factories. – <i>besi</i> ironworks. – <i>bijih</i> <i>tem</i>- <i>baga</i> copper smelter. – <i>bir</i> brewery. – <i>botol</i> bottle works. – <i>cat</i> paint factory/works, dye works. – <i>cétak</i> <i>uang</i> <p-n>coq</p-n> mint, i.e., the place where coins/paper currency, etc. are produced under gov- ernment authority. – <i>farmasi</i> pharmaceutical plant. – <i>gelas</i> glass- works. – <i>gula</i> [PG] sugar plant/refinery. – <i>gurem</i> <p-n>Jv</p-n> an insignificant/unimportant factory. – <i>kapal</i> shipyard; → GALAN- GAN <i>kapal</i>. – <i>kapok</i>/<i>kapuk</i> cotton mill. – <i>kapur</i> limekiln; → PEM- BAKARAN <i>kapur</i>. – <i>kertas</i> paper mill. – <i>kertas</i> <i>koran</i> newsprint factory. – <i>kimia</i> chemical plant. – <i>kopi</i> coffee mill. – <i>kulit</i> tan- nery. – <i>mesin</i> engine works. – <i>minyak</i> oil refinery. – <i>mobil</i> au- tomobile factory. – <i>nuklir</i> nuclear plant. – <i>oto</i> automobile factory.\n– <i>pakaian</i> <i>jadi</i> garment factory. – <i>panduan</i> pilot plant. – <i>papan</i>\nlumber mill. – <i>peleburan</i> <i>aki</i> <i>bekas</i> factory for recycling used storage batteries. – <i>peleburan</i> <i>besi</i> iron foundry. – <i>pemaduan</i> as-\nsembly plant. – <i>pemasak</i> <i>minyak</i> oil refinery. – <i>pemasangan</i> <p-n>mobil</p-n> (automobile) assembly plant. – <i>pemintalan</i> [patal] spin- ning mill. – <i>pengaléngan</i> cannery. – <i>pengecoran</i> foundry. – <i>peng</i>- <i>gergajian</i> <i>kayu</i> sawmill. – <i>pengolahan</i> processing plant. – <i>perakitan</i> assembly plant. – <i>percobaan</i> pilot plant. – <i>pétrokimia</i> petrochem- ical plant. – <i>rajutan</i> knitting mill. – <i>roti</i> bakery. – <i>semén</i> cement plant. – <i>senjata</i> arms factory. – <i>spiritus</i> distillery. – <i>susu</i> dairy plant. – <i>tékstil</i> textile mill. – <i>tenun</i> textile mill.<br><p-l>berpabrik </p-l>to own a factory/mill, etc.<br><p-l>memabrikkan </p-l>to manufacture, produce. <i>rumah</i> <i>yang</i> <i>bahannya</i> <i>sudah</i> <i>dipabrikkan</i> <i>lebih</i> <i>dulu</i> a prefab(ricated) house.<br><p-l>pabrikan</p-l> <br><p-l>1 </p-l>manufactured goods. <br><p-l>2 </p-l>manufacturer. <br><p-l>kepabrikan </p-l>factory <p-n>mod</p-n>; factory system. <br><p-l>pemabrikan </p-l>manufacturing, producing.<br><p-l>pabrikan </p-l><p-n>D</p-n> manufacturer.
pabrikasi	<p-n>D</p-n> manufacture, production.
pabukoan	<p-n>M</p-n> sending food to the homes of members of the family and close relatives in connection with the end of the fasting month; → BERBUKA <i>puasa</i>.
pabum	[panas bumi] geothermal.
pabéan	<p-n>Jv</p-n> <br><p-l>1 </p-l>customs house/office. <br><p-l>2 </p-l>customs; → BÉA <p-n>dan</p-n> <i>cukai</i> [BC]. <i>kantor</i> – customs office. <i>pegawai</i> – customs officer. <i>Surat</i> <i>Keterangan</i> – Customs Declaration.<br><p-l>kepabéanan </p-l><p-n>mod</p-n> customs. <i>Aparat</i> ~ <i>di</i> <i>Pelabuhan</i> <i>Udara</i> <i>In</i>- <i>ternasional</i> <i>Cengkaréng</i>. Customs at Cengkareng International Airport. <i>pelayanan</i> ~ customs service. <i>peraturan</i> ~ customs regulations.
Pacad	 → PERWIRA <i>cadangan</i>.
pacai	sandalwood scraped and sprinkled over a corpse.
pacak I	skilled (in), skillful (at/in), expert (at/in), adept (at), proficient (in/at/-ing), accustomed (to doing s.t.).<br><p-l>kepacakan </p-l>skill, skillfulness, expertise, ability, capability, com- petence, proficiency.
pacak II	 <br><p-l>1 </p-l>(roasting) spit, skewer. <br><p-l>2 </p-l>stake, pile, pole, anything pointed at one end. <i>daging</i> – roast beef. – <i>kuala</i> mooring post. <br><p-l>memacak</p-l> <br><p-l>1 </p-l>to skewer meat or fish on a (roasting) spit. <br><p-l>2 </p-l>to drive\n(a pole) into the ground.<br><p-l>memacaki </p-l>to fix upon, drive (s.t.) into.<br><p-l>memacakkan </p-l>to drive (a pole) into the ground.<br><p-l>terpacak</p-l> <br><p-l>1 </p-l>spitted, skewered, pierced. <br><p-l>2 </p-l>nailed, pinned, affixed (to the wall, etc.), stuck (into the ground), put up. <i>Semuanya</i> <i>harus</i> <i>tunduk</i> <i>pada</i> <i>peraturan</i> <i>yang</i> ~ <i>di</i> <i>dinding</i> <i>bangunan</i>. Ev- erybody must obey the regulations affixed to the wall of the building. <br><p-l>3 </p-l>planted (in) (of spearhead, etc.), stuck (to). ~ <i>men</i>- <i>jadi</i> raised/elevated to. ~ <i>saja</i> stand/sit stock-still, as if nailed to the floor.
pacak III	<p-n>M</p-n> sprinkle; → PERCIK.<br><p-l>memacak-<b>macak</b> </p-l>to splash, splatter, sprinkle, scatter.<br><p-l>terpacak </p-l>~ <i>peluh</i> to break out in sweat.
pacak IV	<p-n>Jv</p-n> <br><p-l>memacaki </p-l>to wear, put on (clothes). <i>Dia</i> <i>suka</i> <i>sekali</i>\n~ <i>celana</i> <i>panjang</i> <i>saya</i>. He likes to wear my trousers.
pacak V	 → PACEK.
pacal I	<p-n>cla</p-n> humble slave (of a sovereign). – <i>kerical</i> all the subordi- nates, the lowest of the low. – <i>Tuanku</i> Your humble servant, i.e., I, me (the humblest way of referring to o.s. when speaking to the ruler). <i>patik</i> – <i>Tuanku</i> <i>yang</i> <i>hina</i> <i>ini</i> Your must humble servant.
pacal II	<i>ikan</i> – wolf herring, <i>Chirocentrus</i> <i>dorab</i>; → <i>ikan</i> PARANG- PARANG.
pacang	<p-n>Jv</p-n> fiancé(e).<br><p-l>berpacangan </p-l>to be engaged/affianced to e.o.<br><p-l>memacang(<b>kan</b>) </p-l>to engage (a couple), affiance.
pacar I	– <i>air</i>/<i>banyu</i> <p-n>Jv</p-n> balsam, <i>Impatiens</i> <i>balsamina</i>. – <i>cina</i>/<i>culan</i> plant whose flowers are used to scent tea and clothes, mock lime, Chinese perfume plant, <i>Aglaia</i> <i>odorata</i>. – <i>kuku</i> henna plant, <i>Lawsonia</i> <i>inermis</i>; the leaves are squeezed to produce a red nail polish; → INAI.<br><p-l>berpacar </p-l><p-n>BD</p-n> to use the red dye made from the henna plant to varnish the fingers and toes of the bride in Malay weddings.<br><p-l>memacar </p-l>to apply this dye to (fingernails, etc.).
pacar II	(<i>J</i>/<i>Jv</i>) <br><p-l>1 </p-l>boyfriend, girlfriend. <i>Gadis</i> <i>remaja</i> <i>lagi</i> <i>ngambeki</i>\n–<i>nya</i>. The teenage girl was still pouting at her boyfriend. <br><p-l>2 </p-l>be- loved, sweetheart. – <i>gelap</i> secret boy-/girlfriend.<br><p-l>berpacar(-<b>pacar</b>)<b>an</b> </p-l>to have a boyfriend or girlfriend, go out with a boy or girl, go steady, be seeing e.o., go out with e.o., be having an affair; → NYOSOT. <i>Martina</i> <i>berpacaran</i> <i>dengan</i> <i>Ramoz</i> <i>selama</i> <i>sembilan</i> <i>tahun</i>. Martina and Ramoz have been seeing e.o. for nine years. <i>Menurut</i> <i>kabar</i> <i>selentingan</i>, <i>suaminya</i> <i>berpacaran</i> <i>dengan</i> <i>sékretarisnya</i>. Rumors have it that her husband has been having an affair with his secretary.<br><p-l>memacari </p-l>[and <br><p-l>macarin </p-l>(<i>J</i> <i>coq</i>)] <br><p-l>1 </p-l>to go steady with. <br><p-l>2 </p-l>to have sex with, make love to. <i>Dia</i> <i>mémang</i> <i>tipe</i> <i>perempuan</i> <i>yang</i> <i>pantas</i> <i>untuk</i> <i>dipacari</i> <i>semata</i>-<i>mata</i>. She’s really the type of woman just to have sex with.<br><p-l>pacaran</p-l> <br><p-l>1 </p-l>to go out (on a date). <br><p-l>2 </p-l>to make out, have sex.<br><p-l>pacar-<b>pacaran</b></p-l> <br><p-l>1 </p-l>to make love, make out. <i>Sampai</i> <i>larut</i> <i>malam</i> <i>kedua</i> <i>remaja</i> <i>ini</i> <i>asyik</i> ~. The young couple were making out till late at night. <br><p-l>2 </p-l>to have a boy or girlfriend.<br><p-l>perpacaran </p-l><p-n>mod</p-n> relations between the sexes. <i>étik</i> ~ the ethics of boy-girl/male-female relations.
pacar III	<i>tikar</i> – and
pacaran	a high-quality mat made from colored layers of screw pine.
pacat I	land leech, jungle leech, <i>Haemadipsa</i> <i>javanica</i>; <i>cp</i> LINTAH. – <i>hendak</i> <i>menjadi</i> <i>ular</i> to pretend to be rich; to have an unreal- izable desire. <i>seperti</i> – <i>kenyang</i> to eat and run; → SMP II. – <i>daun</i> a leech species that sticks to plant leaves. – <i>kenyang</i> a) (an object) which is large around the middle. b) <i>cincin</i> – <i>kenyang</i> a large thick ring used to protect the finger when using a kris.<br><p-l>memacat </p-l>to attach itself (to), be attached (to).
pacat II	<i>burung</i> – lesser blue-winged pitta, <i>Pitta</i> <i>brachyura</i> <i>cyan</i>- <i>optera</i>.
pacat III	 → KAYU <i>pacat</i>.
pacau	 <br><p-l>1 </p-l>a smelly scarecrow used to frighten away birds. <br><p-l>2 </p-l>a talis- man hung on fruit trees to make anyone who steals the fruit become sick.
pacek	<p-n>Jv</p-n> <br><p-l>berpacek </p-l>to mate, mount (of animals); <i>cp</i> KAWIN.<br><p-l>memacek</p-l> <br><p-l>1 </p-l>to penetrate into the ground (<i>esp</i> of roots); to take root. <br><p-l>2 </p-l>to pair, mate, copulate (of animals).<br><p-l>pemacek </p-l>stud (for breeding). <i>kuda</i> ~ stallion, stud horse. <i>sapi</i>\n~ stud bull.<br><p-l>pemacekan </p-l>mating, copulating.
paceklik	<p-n>Jv</p-n> <br><p-l>1 </p-l>famine. <br><p-l>2 </p-l>scarcity/insufficiency/lack of food, etc. <i>musim</i> – hard times, a difficult period economically. <i>tahun</i>-<i>ta</i>- <i>hun</i> – lean years. <br><p-l>3 </p-l><p-n>J</p-n> to be hard up, broke, short (of money); → TONGPÉS. <i>Pinjamkan</i> <i>saya</i> <i>uang</i> <i>lima</i> <i>ribu</i> <i>rupiah</i>, <i>saya</i> <i>sedang</i> – <i>sekarang</i> <i>ini</i>. Lend me five thousand rupiahs; I’m short of money right now. – <i>listrik</i> electric failure, power outage; → BYAR-<i>pet</i>.
pacet	 → PACAT I.
pachinko	the Japanese form of pinball.
paci	<p-n>J</p-n> section (of <i>jeruk</i> or other fruit); → PANGSA.
paci-paci	<p-n>J</p-n> k.o. bush, <i>Leucas</i> <i>spp</i>.
pacik	<p-n>M</p-n> <br><p-l>memacik </p-l>to hold (on to).
Pacinan	 → PECINAN.
pacing I	<p-n>S</p-n> – <p-n>tawar</p-n> name of a plant with a frail stalk, crepe gin- ger; <i>Costus</i> <i>speciosus</i>; → SETAWAR.
pacing II	(<i>burung</i> –) scaly-breasted bulbul, <i>Pycnonotus</i> <i>squamatus</i>.
pacinko	 → PACHINKO.
Pacitan	a coastal area on the Indian Ocean in the Madiun regency, Central Java, known for its <i>jeruk</i>.
pacok	<p-n>J</p-n> → PATUK I.
pacombéran	<p-n>Jv</p-n> open sewage ditch, drain; → COMBÉR.
pacu	 <br><p-l>1 </p-l>spur (worn on the heel). <i>Koboi</i> <i>itu</i> <i>menggertak</i> <i>kuda</i> <i>de</i>- <i>ngan</i> –<i>nya</i> <i>supaya</i> <i>berlari</i> <i>lebih</i> <i>cepat</i>. The cowboy spurred the horse on with his spurs to make it run faster. <i>kuda</i> – racehorse. <i>kuda</i> – <i>jarak</i> <i>jauh</i> stayer. <br><p-l>2 </p-l>a (horse/boat, etc.) race. <i>jalur</i>/<i>lan</i>- <i>das</i><p-n>an</p-n> – runway (on an airfield). – <i>jalur</i> (in the Kuantan area, Indragiri Hulu Regency, Riau) a traditional canoe race; → JALUR II. <p-n>alat</p-n> – <i>jantung</i> pacemaker (for the heart).<br><p-l>berpacu</p-l> <br><p-l>1 </p-l>with a spur, wearing spurs. <i>sepatu</i> ~ spurred shoes. <br><p-l>2 </p-l>to race. <i>Pembangunan</i> <i>di</i> <i>Acéh</i> ~ <i>dengan</i> <i>waktu</i>. Development in Aceh is racing against time. ~ <i>mendahului</i> <i>saat</i> <i>datangnya</i> <i>kemacetan</i> <i>lalu</i>-<i>lintas</i> to leave home/the office early to avoid traffic jams. ~ <i>Dalam</i> <i>Mélodi</i> <i>Name</i> <i>That</i> <i>Tune</i> (a TV show\nbased on the American version). ~ <i>dengan</i> <i>waktu</i> to race against time. ~ <i>kuda</i> to race on horseback, have a horse race.\n~ <i>lari</i> to (run a) race, have a foot race. ~ <i>mengejar</i> <i>ketinggalan</i>\nto catch up.<br><p-l>berpacuan </p-l>to race e.o.<br><p-l>memacu </p-l>1a) to spur on (a horse to make it run faster), make (a horse/car, etc.) speed up/run faster, accelerate. ~ <p-n>mobilnya</p-n> to accelerate/speed up (one’s car). <i>Dipacunya</i> <i>sepéda</i> <i>motornya</i> <i>dengan</i> <i>laju</i>. He made his motorcycle go faster. ~ <i>perékonomian</i> to spur the economy. b) to (want to) overtake (by running fast). <br><p-l>2 </p-l>to spur, encourage (s.t. or s.o. to work hard, etc.); t MENG- GALAKKAN. <i>Belum</i> <i>jelas</i> <i>kenapa</i> <i>mékanisme</i> <i>kedelai</i> <i>sampai</i> ~ <i>pe</i>- <i>nyakit</i> <i>itu</i>. It’s not clear yet why the soybean mechanism encourages that illness. ~ <i>semangat</i> to keep up one’s spirits. <br><p-l>3 </p-l>(of aircraft) to taxi; taxiing. ~ <i>di</i> <i>landasan</i> to taxi on the runway.<br><p-l>memacukan </p-l>to spur on, encourage (s.t. or s.o. to work hard, etc.).<br><p-l>terpacu-<b>pacu</b> </p-l><i>lari</i> ~ to run as fast as one can.<br><p-l>pacuan </p-l>race. <i>anak</i> ~ jockey; → JOKI I. <i>kuda</i> ~ racehorse. ~ <i>kuda</i>\na) horse racing. b) race track. <i>Bekas</i> ~ <i>kuda</i> <i>di</i> <i>Pulo</i> <i>Mas</i> <i>akan</i> <i>dijadikan</i> <i>lapangan</i> <i>olahraga</i> <i>terbuka</i>. The former race track in Pulo Mas will be turned into an open sports ground. ~ <i>persen</i>- <i>jataan</i>/<i>senjata</i> the arms race.<br><p-l>pemacu </p-l>accelerator (the person or the substance), promoter. <i>alat</i> ~ <i>jantung</i> pacemaker (for the heart). <i>faktor</i> ~ accelerat- ing factor, impetus. ~ <i>réaksi</i> catalyst; → KATALISATOR.<br><p-l>pemacuan</p-l> <br><p-l>1 </p-l>accelerating, speeding up. ~ <i>persenjataan</i> the arms race. <br><p-l>2 </p-l>acceleration.<br><p-l>perpacuan </p-l>a race. <i>telah</i> <i>dicanangkan</i> ~ <i>sesama</i> <i>negara</i> <i>ASÉAN</i> a race among fellow members of ASEAN has been announced.
pacuk	<p-n>J</p-n> <br><p-l>memacuk </p-l>to peck (of birds), bite (of snakes/fish);  \nPATUK I.
