rebéli	<p-n>D</p-n> rebellion, mutiny.
reca	<p-n>Jv</p-n> → ARCA.
recak I	<p-n>Jv</p-n> pockmarked; → BOPÉNG.
recak II	<i>beras</i> –(-<i>recak</i>) broken rice grains.
recak III	<p-n>M</p-n> <br><p-l>merecak </p-l>to sit on s.t. with the legs apart, straddle; to ride (a horse). ~ <i>kuda</i> a) to ride on a horse. ~ <i>tengkuk</i> <i>orang</i> to ride piggy-back. b) to benefit from s.o. else’s efforts.
recall	<p-n>E</p-n> /rikol/ <br><p-l>merecall </p-l>to recall and force members of Parlia- ment to give back their mandate.
recik	sprinkle, small drop; → PERCIK.<br><p-l>merecik(-<b>recik</b>) </p-l>to sprinkle, splash, splatter. <i>bunyi</i> <i>air</i> <i>merecik</i>- <i>recik</i> the sound of splashing water. <i>peluh</i> <i>merecik</i> sweat stood in drops.<br><p-l>mereciki </p-l>to sprinkle on. <br><p-l>merecikkan </p-l>to sprinkle s.t. <br><p-l>recikan </p-l>sprinkle, sprinkling. <br><p-l>perecik </p-l>sprinkler.
recup	just sprouting.<br><p-l>merecup </p-l>to bud, sprout, burgeon.
recék	<p-n>E</p-n> /ricék/ recheck. <i>Selalu</i> <i>saya</i> <i>lakukan</i> <i>cék</i> <i>dan</i> –. I always check and recheck.
reda	 <br><p-l>1 </p-l>to calm down, quiet down, abate, subside, become calm (of storms/wind, etc.). <i>Hujan</i> <i>lebat</i> <i>mulai</i> –. The downpour began to subside. <br><p-l>2 </p-l>to decrease, lessen, calm down (of anger/heat/illness, etc.). <i>Bunyi</i> <i>bising</i> <i>itu</i> <i>sudah</i> <i>mulai</i> –. The noise has begun to de- crease. <br><p-l>3 </p-l>almost finished/over/vanished. <i>Kendaraan</i> <i>yang</i> <i>lalu</i>- <i>lintas</i> <i>di</i> <i>jalan</i> <i>raya</i> <i>sudah</i> <i>mulai</i> –. Vehicles going back and forth over the highway have almost disappeared.<br><p-l>reda-<b>redanya</b> </p-l><i>tiada</i> ~ incessantly.<br><p-l>bereda</p-l> <br><p-l>1 </p-l>to calm down, abate, lessen. <br><p-l>2 </p-l>to take shelter, hide o.s.;\no BERTEDUH.<br><p-l>mereda </p-l>to abate, wane, lessen, decrease, calm down. <i>Tangisan</i> <i>anaknya</i> <i>sudah</i> ~ <i>sedikit</i>. His child’s crying has abated a bit. <br><p-l>meredai and <b>meredakan</b> </p-l>to reduce, lessen, soothe, calm/quiet\n(down), cool off. <i>Dia</i> <i>berhasil</i> ~ <i>kemarahan</i> <i>ayahnya</i>. He suc- ceeded in calming down his father’s anger. <i>meredakan</i> <i>suhu</i> <i>perékonomian</i> <i>yang</i> <i>cenderung</i> <i>memanas</i> to cool off an economy that is tending to heat up.<br><p-l>keredaan </p-l>abatement, calm, calming down, relaxation. ~ <i>hati</i> calming down. ~ <i>ketegangan</i> détente, relaxation of tensions. <br><p-l>pereda </p-l>suppressor, suppressant, s.t. that relieves. ~ <i>batuk</i> cough\nsuppressant. ~ <i>ketegangan</i> depressant, s.t. that calms down tensions.<br><p-l>peredaan </p-l>calming/slowing/quieting down, easing. ~ <i>ketegangan</i>\nrelaxation of tensions, détente.
redah I	 → REDA.
redah II	<p-n>M</p-n> <br><p-l>meredah </p-l>to fell (trees); → MENEBANG.
redah III	<b1>meredah</b1> to traverse, pass (a limit), go beyond.
redam I	 <br><p-l>1 </p-l>vague, faint, dim. <br><p-l>2 </p-l>muffled, hushed.<br><p-l>redam-<b>redam</b></p-l> <br><p-l>1 </p-l>faintly (audible or visible). <br><p-l>2 </p-l>muffled, hushed;  \nREDUP, SAYUP. <i>Suara</i> <i>saksofon</i> <i>dari</i> <i>klub</i> <i>malam</i> <i>itu</i> <i>kedengaran</i>\n~. The sound of the saxophone was faintly audible from the nightclub.<br><p-l>meredam</p-l> <br><p-l>1 </p-l>to dull, make faint. <i>Masa</i> <i>empat</i> <i>tahun</i> <i>telah</i> ~ <i>se</i>- <i>bagian</i> <i>dari</i> <i>daya</i> <i>penariknya</i>. Four years has dulled part of her charm. <br><p-l>2 </p-l>to reduce, damp.<br><p-l>meredamkan </p-l>to muffle, deaden (a sound), damp. <br><p-l>teredam </p-l>damped, muffled, deadened, attenuated. <br><p-l>redaman </p-l>damping, attenuation. <i>faktor</i> ~ damping factor.<br><p-l>peredam</p-l> <br><p-l>1 </p-l>reducer, absorber, suppressor. ~ <i>bunyi</i> silencer (of a pistol). ~ <i>getaran</i>/<i>guncangan</i>/<i>kejut</i> shock absorber. ~ <i>ketukan</i> knock suppressor. ~ <i>letus</i>/<i>suara</i> muffler. <br><p-l>2 </p-l>silencer. <br><p-l>berperedam </p-l>(equipped) with a silencer. <i>senjata</i> ~ a weapon equipped with a silencer.<br><p-l>peredaman </p-l>damping, reduction, muffling, deadening.
redam II	crushed, shattered. <i>remuk</i> – crushed, pulverized. –\n<i>padam</i> a) completely extinguished/out. b) destroyed.<br><p-l>meredam(<b>kan</b>) </p-l>to crush, shatter.
redang	 <br><p-l>1</p-l> → RADANG. <br><p-l>2 </p-l>lukewarm.
redap I	<b1>meredap</b1> kept inside (as of anger), not appearing on the surface.<br><p-l>keredapan </p-l>keeping/being kept inside.
redap II	<p-n>A</p-n> k.o. tambourine.
redap III	<b1>meredap</b1> to spread (of diseases, etc.).
redas I	<b1>redas</b1> to make a beeline for, head directly for.
redas II	 → REDAH II.
redih	rice seedlings.<br><p-l>meredih </p-l>to plant rice seedlings.<br><p-l>peredih </p-l>plant out rice seedlings.
redik	 <br><p-l>1 </p-l>scolding, snarling. <br><p-l>2 </p-l>snappish, acrimonious; → HARDIK.<br><p-l>meredik</p-l> <br><p-l>1 </p-l>to snap at. <br><p-l>2 </p-l>to scold, dress down.
redum I	<p-n>onom</p-n> the sound made by a large object dropped into the water, plop!
redum II	gloomy, dull; → REDUP.
redup	 <br><p-l>1 </p-l>cloudy, overcast (of the sky before a storm), hazy (sky); → MENDUNG; <i>opp</i> TERANG <i>cuaca</i>. 2a) lackluster/dull (of the eyes). b) glassy, lifeless (of the eyes of a dead body). 3a) – <i>dan</i> <i>sejuk</i> (after- noon) coolness (after a hot day). b) the lee(side) of a tree; → LINDAP. c) to abate/die down (of a storm or of love). d) waning (glory). <br><p-l>4 </p-l>fading (away), dying away (light of the setting sun or moon, sound). <br><p-l>5 </p-l>burning dimly/faintly (of a fire or lamp), almost dying out, flickering (of a lamp when the fuel is almost gone).<br><p-l>redup-<b>redup</b> </p-l>~ <i>alang</i>/<i>bahasa</i> barely visible (in the dark), faint.<br><p-l>meredup </p-l>to become faint (of light, sound). <i>Nyala</i> <i>pelita</i> <i>itu</i> <i>makin</i> <i>lama</i> <i>makin</i> ~. The light of the lamp is becoming fainter and fainter.<br><p-l>meredupkan </p-l>to dim, turn down (the lights, etc.).<br><p-l>keredupan </p-l>overcast (of the sky).<br><p-l>peredup </p-l>dimmer.
redut	<p-n>M</p-n> annoyed, irritated; disillusioned.<br><p-l>meredut </p-l>to feel resentful. <i>hatinya</i> ~ he felt hurt/insulted.
refréin	(<i>D</i>/<i>E</i>) refrain, chorus.
reférs	<p-n>D</p-n> reverse.
rega	<p-n>Jv</p-n> → HARGA.
regah meregah	to break lengthwise and open up (of the skin of a fruit/palm of the hands, etc.); cracked (of the soil); budding (of a flower).
regak	<p-n>Ac</p-n> k.o. mackerel.
regang	taut, tight, tightly stretched (of ropes, etc.). <i>Tali</i> <i>yang</i> <i>da</i>- <i>hulu</i> <i>itu</i> – <i>sekarang</i> <i>telah</i> <i>menjadi</i> <i>kendur</i>. The rope that was taut has become loose. – <i>kain</i> banner.<br><p-l>seregang </p-l>tense. <br><p-l>berseregang and <b>bersiregang</b> </p-l>to quarrel, dis- pute; to take a firm stand (against). ~ <i>mulut</i> to wrangle, squab- ble. <br><p-l>keseregangan </p-l>tension.<br><p-l>beregang-<b>regang</b> </p-l>to stretch the limbs of the body (in prepara- tion for fighting, etc.).<br><p-l>meregang</p-l> <br><p-l>1 </p-l>to become taut/tight. <i>Kabel</i> <i>télepon</i> <i>mengendur</i> <i>pada</i> <i>waktu</i> <i>panas</i> <i>dan</i> ~ <i>pada</i> <i>waktu</i> <i>sejuk</i>. Telephone cables be- come loose in hot weather and tight in cool weather. <br><p-l>2 </p-l>to tug, pull. <i>merebut</i> ~ <p-n>M</p-n> to take by force. ~ <i>badan</i> to have convul- sions. ~ <i>diri</i> to stretch (in pain, etc.). ~ <i>hidupnya</i> to lead a mis- erable life. ~ <i>jiwa</i>/<i>nyawa</i> to die, be on the point of death; → SEKARAT. ~ <i>telinga</i> a) to pull s.o.’s ear. b) to admonish.<br><p-l>meregangkan </p-l>to tighten, make taut (of cord/net/sails/muscles),\nstretch, strain. <i>Karena</i> <i>angin</i> <i>bertiup</i> <i>dengan</i> <i>kencangnya</i>, <i>meréka</i> <i>meregangkan</i> <i>tali</i> <i>kémah</i>. Because there was a strong wind, they tightened the tent ropes. ~ <i>urat</i> to pull a muscle.<br><p-l>regangan</p-l> <br><p-l>1 </p-l>tautness, tightness, tension, strain. <br><p-l>2 </p-l>elongation, ex- tension.<br><p-l>keregangan </p-l>tension, strain.<br><p-l>peregang </p-l>strainer, stretcher, tightener.<br><p-l>peregangan </p-l>stretching (of muscles). ~ <i>nyawa</i> s.o. life threatening.
regas meregas	to cut (grass/hair, etc.).
regat meregat	to cut straight across (a street/river, etc.); to take a shortcut through.<br><p-l>regatan </p-l><p-n>elec</p-n> short circuit, by-pass.
regu	 → GU. <br><p-l>1 </p-l>company, smallest tactical unit of the <i>TNI</i>, consisting of 12 to 14 men. <br><p-l>2 </p-l>smallest unit of the <i>Pramuka</i> Boy Scout Movement, consisting of <i>penggalang</i> (maximum membership 10). <br><p-l>3 </p-l>squad, party, team, unit. <br><p-l>4 </p-l>(day/night) shift. <br><p-l>5 </p-l>(soccer) team; → KESEBELASAN. <br><p-l>6 </p-l>crew (of rowing boat). <br><p-l>7 </p-l>(botanical) spe- cies; → SPÉSIÉS. – <i>bantuan</i> <p-n>mil</p-n> support group. – <i>Béla</i> <i>Diri</i> Self- Defense Squad (of the <i>PKI</i>). – <i>belakang</i> <p-n>mil</p-n> rear party. – <i>bunuh</i> <i>diri</i> suicide squad. – <i>malam</i> night shift. – <i>muat</i> loading hands. – <i>pelopor</i> <p-n>mil</p-n> advance. – <i>penémbak</i> firing squad. – <i>pengintai</i> <p-n>mil</p-n> reconnaissance party. – <i>penolong</i>/<i>penyelamat</i> rescue squad. – <i>pro</i>- <i>vos</i> internal affairs (in the police). – <i>siang</i> day shift. – <i>témbak</i>\nfiring squad.<br><p-l>seregu </p-l>on the same team.<br><p-l>beregu </p-l>in squads/groups/shifts/teams, etc. <br><p-l>meregukan </p-l>to divide up into squads, shifts, etc. <br><p-l>kereguan </p-l><p-n>mod</p-n> squad, relating to squads, etc.
reguk	<p-n>M</p-n> <br><p-l>sereguk </p-l>a gulp/swallow/slug (of a drink), sip. ~ <i>air</i> a gulp of water.<br><p-l>mereguk</p-l> <br><p-l>1 </p-l>to gulp down. <br><p-l>2 </p-l>to finish (a certain amount of educa- tion). <i>Dia</i> <i>hanya</i> ~ <i>bangku</i> <i>SD</i> <i>6</i> <i>tahun</i>. He only finished six years of elementary school. <br><p-l>3 </p-l>to taste. ~ <i>liur</i> to want s.t. very much.<br><p-l>tereguk </p-l>gulped down.<br><p-l>regukan </p-l>gulp.
regup meregup	 <br><p-l>1 </p-l>to drink. <br><p-l>2 </p-l>to taste; → REGUK.
regut	 → RENGGUT.
regén	<p-n>D</p-n> regent; → BUPATI.<br><p-l>keregénan</p-l> <br><p-l>1 </p-l>regency, area headed by a regent. <br><p-l>2 </p-l>residence/ office of a regent; → KABUPATÉN.
REI	<p-n>init</p-n> Real Estate Indonesia.
Rejab	 → RAJAB.
rejah merejah	to charge/dash forward recklessly; intrude on, gate- crash.<br><p-l>merejahkan </p-l>to crash/ram into.<br><p-l>perejah </p-l>intruder, gate-crasher; → DAYAK.
rejam	 → RAJAM.
rejan	intense physical strain (from coughing/dysentery). <i>batuk</i> –\nwhooping cough. <i>sakit</i> – dysentery.<br><p-l>merejan </p-l>to strain (when coughing, etc.).
rejang I	k.o. horoscope or divination based on days of the month symbolized by different animals.
rejang II	<b1>merejang</b1> to break up soil with a crowbar.<br><p-l>perejang </p-l>crowbar.
rejang III	gallop (of a horse); → LEJANG.<br><p-l>serejang </p-l>as far as (a horse) can gallop. ~ <i>kuda</i> <i>berlari</i> the dis- tance a horse can run.
rejang IV	k.o. tree, milkwood, <i>Alstonia</i> <i>spathulata</i>.
Rejang V	an ethnic group in Sumatra.
rejap	leaking.
rejasa I	<p-n>ob</p-n> tin.
rejasa II	<p-n>Jv</p-n> a tree whose bark is used for medicine against a sup- purating skin disease and the leaves as a remedy for exhaustion, <i>Elacocarpus</i> <i>grandiflora</i>.
rejat	 → REJAP.
rejeb	 → RAJAB.
rejeki	 → REZEKI.
rejeng	(<i>J</i>/<i>Jv</i>) <br><p-l>merejeng </p-l>to seize and hold (by several persons). <i>Kalau</i> <i>tidak</i> <i>direjeng</i> <i>bersama</i>-<i>sama</i>, <i>anak</i> <i>itu</i> <i>sukar</i> <i>disuruh</i> <i>minum</i> <i>obat</i>. If he isn’t grabbed hold of by several persons, it’s hard to get that child to take his medicine.
rejuk merejuk	to spring/jump up, pounce (of a cat/tiger, etc.).
rekaat	 /-ka’at/ → RAKAAT.
rekah	cracked. – <i>pecah</i> shatter and crack.<br><p-l>merekah</p-l> <br><p-l>1 </p-l>cracked, chapped (of lips/fingers/soil); split open (of a rind/pod), burst open (of buds/shell of fruit). <br><p-l>2 </p-l>to break (of daylight, etc.), crack (a smile). <i>seperti</i> <i>delima</i> ~ cracked/ burst open (said of a beautiful mouth and teeth). ~ <i>fajar</i> the day is breaking. <i>fajar</i> ~ daybreak. ~ <i>jantung</i> to be heartbreaking.<br><p-l>merekahkan </p-l>to crack/split s.t. open. <br><p-l>rekahan</p-l> <br><p-l>1 </p-l>crack, break. <br><p-l>2 </p-l><p-n>geol</p-n> cleat. <br><p-l>perekahan </p-l>fracturing.
rekam	<p-n>A</p-n> <br><p-l>1 </p-l>(im)print, impression. <br><p-l>2 </p-l>embroidery. <br><p-l>3 </p-l>sound groove (on record or tape). – <i>sumur</i> <p-n>petro</p-n> well logging. <br><p-l>4 </p-l>(medical) records. <br><p-l>berekam </p-l>recorded, taped. <i>musik</i> <i>yang</i> <i>sudah</i> ~ recorded/taped\nmusic.<br><p-l>merekam</p-l> <br><p-l>1 </p-l>to record, tape (sound on records or tapes), log. <br><p-l>2 </p-l>to print, color (woven material, etc.). <br><p-l>3 </p-l>to embroider (with gold or colored thread), batik. <br><p-l>4 </p-l><p-n>M</p-n> to stick to (one’s body or article of clothing).<br><p-l>merekamkan</p-l> <br><p-l>1 </p-l>to record (sound on records or tapes), log. <br><p-l>2 </p-l>to paint (a picture/letters from a mold in white paint on suit- cases, etc.), engrave. <i>Novél</i> <i>itu</i> ~ <i>kehidupan</i> <i>masyarakat</i> <i>se</i>- <i>cara</i> <i>keseluruhannya</i>. The novel paints a picture of social life in its entirety. <br><p-l>3 </p-l>to embroider. <br><p-l>4 </p-l>to leave an impression of.<br><p-l>terekam </p-l>[and <br><p-l>kerekam </p-l><p-n>coq</p-n>] recorded, taped, painted, im- pressed. ~ <i>160</i> <i>kali</i> <i>goncangan</i> 160 tremors were recorded. ~ <i>dalam</i> <i>kotak</i> <i>hitam</i> recorded on the black box (of airplanes).<br><p-l>rekaman</p-l> <br><p-l>1 </p-l>recording, taping. ~ <i>bunyi</i> sound recording. ~ <i>médis</i> medical records. ~ <i>pita</i> tape recording. ~ <i>suara</i> sound record- ing. <br><p-l>2 </p-l>copy. ~ <i>dikirimkan</i> <i>kepada</i> (typed under a letter in Su- matra) copy sent to, cc. <br><p-l>3 </p-l>log, logging (in). ~ <i>sumur</i> well log.<br><p-l>perekam </p-l>recorder (the person and the device). <i>alat</i> ~ <p-n>suara</p-n> tape recorder. <i>alat</i> ~ <i>penerbangan</i> flight recorder. ~ <i>kasét</i> <i>vidéo</i> video cassette recorder. ~ <i>pita</i> tape recorder. ~ <i>pita</i> <i>vidéo</i> video tape recorder.<br><p-l>perekaman </p-l>(tape)recording, logging.
rekan I	 <br><p-l>1 </p-l>associate, (business) partner; → MITRA. <br><p-l>2 </p-l>friend, compan- ion, colleague; fellow-, -mate, co-. <i>dengan</i> –.–<i>nya</i> a) with his friends/associates; → C.S., CUM SUIS. b) with affiliates. – <i>dialog</i> in-\nterlocutor. – <i>kental</i> a close friend. – <i>penebus</i> <p-n>RC</p-n> co-redeemer (= Mary). – <i>penumpang</i> fellow passenger. – <i>seasrama</i> dorm mate. – <i>sefraksi</i> person in the same ( political) faction. – <i>sejawat</i> colleague. – <i>sekamar</i> roommate. – <i>sekelas</i> classmate. – <i>sekerja</i> office colleague. – <i>selatihan</i> training partner. – <i>semobil</i> fellow passenger (in a car). – <i>seperguruan</i> schoolmate. – <i>sepondokan</i> fel- low boarder. – <i>seprofési</i> professional colleague. – <i>setahanan</i> fellow prisoner. – <i>sewartawan</i> co-reporter, fellow journalist. – <i>sponsor</i> co-sponsor.<br><p-l>berekan </p-l>to associate (with). be associated (with).<br><p-l>merekan </p-l>to associate with, befriend.<br><p-l>rekanan </p-l>partner. ~ <i>untuk</i> <i>Kemajuan</i> Partners for Progress. <br><p-l>be-<b>rekanan</b> </p-l>to be partners with.<br><p-l>kerekanan </p-l>partnership.
rekan II	market, emporium.<br><p-l>rekanan </p-l>supplier.<br><p-l>perekan </p-l>supplier; → PEMASOK, PENYUPLAI.<br><p-l>perekanan </p-l>supplying. ~ <i>makanan</i> catering; → JASABOGA.
rekanita	female colleague.
rekasa	<p-n>Jv</p-n> to live in poverty.
rekat	cement, glue. – <i>tanaman</i> vegetable glue.<br><p-l>merekat </p-l>to glue (two things together), affix.<br><p-l>merekatkan </p-l>to stick, attach, affix. <i>Jangan</i> <i>lupa</i> ~ <i>perangko</i> <i>pada</i> <i>sampul</i> <i>surat</i>. Don’t forget to put a stamp on the envelope.<br><p-l>terekat </p-l>glued, cemented.<br><p-l>rekatan</p-l> <br><p-l>1 </p-l>gluing, affixing, attaching. <br><p-l>2 </p-l>two things glued together.\n~ <i>kertas</i> two pieces of paper stuck together.<br><p-l>kerekatan </p-l>adhesion, adhesiveness.<br><p-l>perekat</p-l> <br><p-l>1 </p-l>glue, adhesive. <i>daya</i> ~ adhesive strength. ~ <i>gigi</i> <i>palsu</i> denture adhesive. ~ <i>kayu</i> joiner’s glue. ~ <i>pita</i> self-adhesive tape, Scotch tape. <br><p-l>2 </p-l>cement, mortar. <br><p-l>berperekat </p-l>with an adhesive.<br><p-l>perekatan</p-l> <br><p-l>1 </p-l>sticking, gluing, cementing. <br><p-l>2 </p-l>consolidation. ~ <i>pasir</i>\n<p-n>petro</p-n> sand consolidation.
rekata	 <br><p-l>1 </p-l>scorpion; → KALA II. <br><p-l>2 </p-l>Scorpio <p-n>zod</p-n>.
rekol	<p-n>E</p-n> /rikol/ recall.<br><p-l>merekol </p-l>to recall (force members of Parliament to give up their mandate).
rekoso	 → rekasa.
reksa	(<i>Jv</i> <i>ob</i>) /-so/ <br><p-l>1 </p-l>to guard, watch over. <br><p-l>2 </p-l>police.
reksabumi	<p-n>Jv</p-n> /-so-/ member of village administration.
reksadana and reksa dana	(<i>Jv</i> + <i>Skr</i>) mutual fund, investment fund, unit trust. – <i>campuran</i> balanced fund. – <i>saham</i> equity fund. – <i>terbuka</i> open-end investment fund. – <i>tertutup</i> closed- end investment fund.
rekurs	<p-n>D</p-n> to repeat a course.
rekut	convulsion during epileptic attack.
rekés	(<i>D</i> <i>leg</i>) <br><p-l>1 </p-l>request, petition. <br><p-l>2 </p-l>letter of application. <i>membuang</i>\n– to send out letters of application at random.<br><p-l>merekés </p-l>to petition, file/lodge a petition.
rela(a)s	(<i>D</i> <i>leg</i>) (official) report, account, notice.
relai I	k.o. pearl shell.
relai II	(<i>reput</i> –) crumbling (<i>esp</i> of wood), falling to pieces.
relai III	k.o. tree which provides varnish
relang I	<b1>merelang</b1> to glitter, flash.
relang II	ring (of rattan or wire).
relap merelap	to glitter, flash (of gems/silver plate/fish in water, etc.).
relas I	<b1>merelas</b1> <br><p-l>1 </p-l>to peel (skin/fruit/coconut shell). <br><p-l>2 </p-l>to husk (rice). <br><p-l>3 </p-l>to shell (eggs). <br><p-l>4 </p-l>to strip (s.o. of his possessions).
relas II	<b1>merelas</b1> to break s.t. up into small pieces.
relau	furnace for tin smelting, smelter.
reluk	curve, bend.<br><p-l>bereluk </p-l>with curves/bends.
relung I	 <br><p-l>1 </p-l>hollow (in the ground/on mountain slopes, etc.), niche, recess, alcove. <br><p-l>2 </p-l>ins and outs. –.– <i>politik</i> the ins and outs of pol- itics. <br><p-l>3 </p-l>the innermost part, depths. <i>Suara</i> <i>itu</i> <i>begitu</i> <i>lembut</i> <i>masuk</i> <i>ke</i> –.– <i>hatiku</i>. The voice was so soft that it entered the depths of my heart. – <i>empasan</i> cove. – <i>hati</i> subconscious. – <i>langit</i> airspace.<br><p-l>merelung</p-l> <br><p-l>1 </p-l>to be coiled up. <br><p-l>2 </p-l>to be dome-shaped.<br><p-l>relungan </p-l>niche, recess, alcove.
relung II	<p-n>ob</p-n> a land measure of <i>app</i> 1³ acres.
remai	aching (of the bones), k.o. rheumatism.
remaja	<p-n>Skr</p-n> <br><p-l>1 </p-l>adolescent, of marriageable age, nubile. <i>dalam</i> <i>usia</i> – <i>put</i><p-n>e</p-n><i>ra</i>/<i>put</i><p-n>e</p-n><i>ri</i> a) at a marriageable age. b) in the prime of life, in one’s youth. <i>masa</i> ( <i>pancaroba</i>) – puberty, adolescence. <i>Pada</i> <i>masa</i> –<i>nya</i> <i>ia</i> <i>seorang</i> <i>penyanyi</i> <i>dan</i> <i>pe</i>- <i>nari</i>. In his youth he was a singer and dancer. <i>put</i><p-n>e</p-n><i>ra</i> – ado- lescent, teenager. <br><p-l>2 </p-l>young, youthful, juvenile, teenage, in one’s teens. <i>golongan</i> – the teenage set, teenagers. <i>kejahatan</i>\n– juvenile delinquency. <br><p-l>3 </p-l>junior. – <i>kedua</i> second childhood, Indian summer. – <i>kencur</i> a) minor. b) inexperienced. – <i>put</i><p-n>e</p-n> <i>ra</i> a) manhood. b) teenage boy. – <i>put</i><p-n>e</p-n><i>ri</i> a) womanhood. b) teenage girl.<br><p-l>meremaja </p-l>to become young again, rejuvenate.<br><p-l>meremajakan</p-l> <br><p-l>1 </p-l>to rejuvenate s.o. <br><p-l>2 </p-l>to replace older persons/ things by younger/newer ones, update. <i>Perusahaan</i> <i>Penerbangan</i> <i>Garuda</i> <i>akan</i> <i>tetap</i> ~ <i>armada</i> <i>pesawatnya</i>. Garuda will continue to replace its fleet of older planes with new ones. <br><p-l>3 </p-l>to renovate, (urban) renew, refurbish.<br><p-l>keremajaan </p-l>youth(fulness).<br><p-l>peremaja </p-l>rejuvenator.<br><p-l>peremajaan</p-l> <br><p-l>1 </p-l>rejuvenation. <br><p-l>2 </p-l>renovation, renewal, replacement of old by new, updating. ~ <i>kota</i> urban renewal.
remajawati	(<i>Skr</i> <i>neo</i>) teenage girl, young lady.
remak	(it would be) better (to), (it would be) preferable (to).
remang I	fine body hair. <i>kacang</i> – k.o. hairy-skinned bean. – <i>tegak</i> stand on end. <bi>meremang</bi> <bi>tegak</bi> to stand on end. <bi>meremang</bi> <bi>tegakkan</bi> to make s.t. stand on end.<br><p-l>meremang </p-l>~ <i>bulu</i> <i>roma</i> it makes one’s hair stand on end, gives one goose flesh.<br><p-l>meremangkan </p-l>~ <i>bulu</i> <p-n>kuduk</p-n> to make one’s hair stand on end; horrible, horrifying.
remang II	<b1>meremang</b1> <br><p-l>1 </p-l>to flow out slowly (of tears/perspiration).<br><p-l>2 </p-l>to be drenched (in sweat).
remang III	cloudy, overcast; dim, vague, obscure; vaguely visible. <br><p-l>remang-<b>remang</b></p-l> <br><p-l>1 </p-l>dim, dusky. <i>tampak</i> ~ vaguely visible in the dark. <br><p-l>2 </p-l>shady. <i>tokoh</i> ~ a shady character. \n<b>keremang</b>-<b>remangan</b><br><p-l>1 </p-l>dimness. <br><p-l>2 </p-l>somewhat dim.<br><p-l>meremang</p-l> <br><p-l>1 </p-l>to get to be dusk (in the evening). <br><p-l>2 </p-l>(to be/become) dimly visible.\n　<br><p-l>keremangan</p-l> <br><p-l>1 </p-l>twilight, dusk; darkness. <br><p-l>2 </p-l>faint glow.
remang IV	yellow pike conger, <i>Muraenesox</i> <i>talabon</i>.
remang V	<b1>meremang</b1> to hum (of insects).
remas	knead, squeeze.<br><p-l>meremas</p-l> <br><p-l>1 </p-l>to knead, squeeze. ~ <i>tepung</i> to knead flour. <br><p-l>2 </p-l>to wring out. ~ <i>kain</i> <i>basah</i> to wring out wet clothes. <br><p-l>3 </p-l>to crum- ple (up). <i>Ia</i> ~ <i>surat</i> <i>itu</i>, <i>lalu</i> <i>dibuangnya</i> <i>ke</i> <i>keranjang</i> <i>sampah</i>. He crumpled up the letter and threw it into the wastepaper basket. <br><p-l>4 </p-l>to massage. <i>Ia</i> ~ <i>kakinya</i> <i>yang</i> <i>keram</i> <i>itu</i>. He massaged his cramped leg. <i>perut</i> ~ to have a stomach- ache, have the gripes. ~ <i>bibir</i> to beat up. ~ <i>santan</i> <i>di</i> <i>kuku</i> to do s.t. that cannot be profitable. ~ <i>jantung</i> a) to be angry, ir- ritated. b) heartrending. ~ <i>mulut</i> to beat up. ~ <i>perut</i> a) to be angry, irritated. b) heartrending. <br><p-l>5 </p-l>to crush by pressing.<br><p-l>meremas-<b>remas</b> </p-l>to keep on kneading/squeezing.<br><p-l>meremasi </p-l>(<i>pl</i> <i>obj</i>) to squeeze. <br><p-l>meremaskan </p-l>to squeeze (one’s hand). <br><p-l>teremas </p-l>squeezed out.<br><p-l>remasan </p-l>squeezing, kneading.<br><p-l>peremasan </p-l>kneading.
remat	 → REMAS.
remba	a pair.<br><p-l>beremba-<b>remba</b> </p-l>in pairs.
rembah I	– <i>rembih</i> a) to trickle/stream down (of tears). b) sloppily dressed (one’s sarong isn’t straight, etc.).<br><p-l>rembah-<b>rembah</b> </p-l>pouring out (of tears, etc.).<br><p-l>merembah </p-l>to trickle down (of tears).
rembah II	 → RAMBAH.
rembak	right, precise. – <i>itulah</i>. That’s it/right.
rembang I	 <br><p-l>1 </p-l>(at the) highest point, (at the) zenith/apex. <i>sebelum</i> – <i>tengah</i> <i>hari</i> before noon. <i>matahari</i> – and – <i>tengah</i> <i>hari</i> noon, midday. <br><p-l>2 </p-l>the exact moment in time. <i>Segala</i> <i>takwin</i> <i>kitab</i> <i>di</i>- <i>buka</i>, –<i>lah</i> <i>saat</i> <i>dengan</i> <i>seketika</i>. All the Koranic explanations were opened and all of a sudden it was the precise moment. – <i>petang</i> a) toward late afternoon, past three o’clock in the after- noon. b) getting dim. – <i>petang</i> <i>partai</i> <i>politik</i> <i>Islam</i>. Dark clouds began to loom over the Muslim parties. – <i>senja</i> toward evening. <br><p-l>3 </p-l>apex, apical. – <i>mata</i> philanderer, wolf.<br><p-l>berembang and <b>merembang</b> </p-l><i>hari</i> <i>sudah</i> ~ <i>petang</i> it’s late after- noon.
rembang II	a green vegetable used in <i>lalapan</i>. – <i>panas</i> coastal tea- tree, <i>Leptospermum</i> <i>laevigatum</i>.
rembas	ruined, spoiled. <i>habis</i> – finished, all gone, completely wrecked/ruined.<br><p-l>merembas </p-l>to seep out. <br><p-l>rembasan </p-l>seepage. <br><p-l>perembasan </p-l>seepage.
rembat	to shake from side to side.<br><p-l>merembat</p-l> <br><p-l>1 </p-l>to move from side to side. <br><p-l>2 </p-l>to hit from left to right and then from right to left.
