#no sort
JOH 20:22	<p-n>@Joni 20:22</p-n>	Aawo Jesu naakaamba eezi, wayoyela aalimbabo alimwi wasikuti kulimbabo, ''Mutambule Muuya Uusalala. 
JOH 20:23	<p-n>@Joni 20:23</p-n>	Kufumbwa chibi chani nchimuyolekelela, ngachalekelelwa; kufumbwa ngumubweedezezya chibi, ngazyabweedezegwa.''
JOH 20:24	<p-n>@Joni 20:24</p-n>	Tomasi, umwi wenkamu yabalikkumi ababili, utegwa Didimasi, takali aantomwe pe abamwi aawo Jesu naakasika. 
JOH 20:25	<p-n>@Joni 20:25</p-n>	Bamwi basikwiiya nikwakiinda chiindi bakati kulinguwe, ''Twamubona Mwaami.'' Wakabaambila kuti, '''Ado ndabona mumaboko aakwe impa zya zipikili, alimwi ndibike munwe mukati ke mpa zya zipikili, akubika luboko lwangu mubbazu lyakwe, nsikoyoosyoma.''
JOH 20:26	<p-n>@Joni 20:26</p-n>	Nikwakayinda mazuba ali musani aatatu basikwiiya bakwe bakali mukati alubo, alimwi Tomasi wakali aakati kabo. Jesu wakanjila aawo makkoma kaajalidwe, alimwi wiimikila akati kabo, wati, ''Luumuno kulindinywe.'' 
JOH 20:27	<p-n>@Joni 20:27</p-n>	Lino wakati kuli Tomasi, ''Seyomeka munwe wako, alimwi ubone maboko aangu, sikila amunwe wako, alimwi ubike mumampango aangu, utabi uutasyomi, pesi syoma.''
JOH 20:28	<p-n>@Joni 20:28</p-n>	Tomasi wakasandula alimwi wakati kulinguwe, ''Mwaami wangu a Leza wangu.'' 
JOH 20:29	<p-n>@Joni 20:29</p-n>	Jesu wakati kulinguwe, ''Nkaambo wandibona, wasyoma. Balilongezegelwe batanaabona, alimwi basyoma.''
JOH 20:30	<p-n>@Joni 20:30</p-n>	Lino Jesu wakachita zitondezyo zyiingi kunembo lya basikwiiya, zitondezyo zyakatalembwa pe mumagwalo, 
JOH 20:31	<p-n>@Joni 20:31</p-n>	pesi eezi zyakalembwa kuti tusyome kuti Jesu ngu Kkilisito, Mwana wa Leza, alimwi mukusyoma, ube aabuumi muzina lyakwe.
JOH 21:1	<p-n>@Joni 21:1</p-n>	Nikwakayinda eezi zintu Jesu wakaliyubununa lwakwe mwini alubo kuli basikwiiya bakwe ku lwizi lwa ku Tibbaliyasi. Oobu mbombubo mbwakaliyubununa lwakwe mwini. 
JOH 21:2	<p-n>@Joni 21:2</p-n>	Sayimoni Pita wakali aantomwe a Tomasi uutegwa Didimasi, Nataniel uuzwa ku Kkana mu Galili, ibana ba Zebbedi, alimwi ababili basikwiiya ba Jesu. 
JOH 21:3	<p-n>@Joni 21:3</p-n>	Sayimoni Pita wakati kulimbabo, ''Ndiyobuya ku kuloba.'' Bakati kulinguwe, ''Aswebo, tuyobwiinka anduwe.'' Bakiinka alimwi banjila mubwaato, pesi  takwe nchibakajata busiku boonse.
JOH 21:4	<p-n>@Joni 21:4</p-n>	Lino, nkakuli kwa chifumofumo, Jesu wakaliimvwi kunkomwe yalwizi, pesi basikwiiya tebakaziba pe kuti wakali Jesu. 
JOH 21:5	<p-n>@Joni 21:5</p-n>	Akaako Jesu wakati kulimbabo, ''Yo balombwana, muli aachakulya na?'' Bakamusandula, ''Tatukwe.'' 
JOH 21:6	<p-n>@Joni 21:6</p-n>	Wakati kulimbabo, ''Kamuwaala bunsabwe bwenu kubbazu lyalulyo lwa bwaato, alimwi muyoojana zimwi.'' Akaako bakawaala bunsabwe bwabo, pesi tebakakonzya pe kubukwelela mukati akaambo kakuvulisya kwe nswi.
JOH 21:7	<p-n>@Joni 21:7</p-n>	Alimwi sikwiiya Jesu ngwakali kuyandisya kapati wakati kuli Pita, ''Ngu Mwaami.''Aawo Sayimoni Pita naakamvwa kuti Mwaami, wakadelula chisamo chakwe chaanze (nkaambo wakali maya), alimwi waliwaalila mulwizi. 
JOH 21:8	<p-n>@Joni 21:8</p-n>	Bamwi basikwiiya bakaza mubwaato (tebakali kule pe kuzwa anyika, mbuli myaanda yobile yatukkokola kuzwa aawo), alimwi bakayobukkwela bunsabwe buzwide nswi. 
JOH 21:9	<p-n>@Joni 21:9</p-n>	Aawo nibakazwa aanze aatala anyika, bakabona makkala aamulilo nkakulazikidwe muswi aatala lyawo achinkwa.
JOH 21:10	<p-n>@Joni 21:10</p-n>	Jesu wakati kulimbabo, ''Mweete zimwi nswi nzimwajata.'' 
JOH 21:11	<p-n>@Joni 21:11</p-n>	Sayimoni Pita wakayinka aajulu akukkwela bunsabwe aanyika, kakuzwide baswi ba pati, mwaanda omwe amakkumi musamu aatatu mbuzyakabede, pesi nikuba kuti zyakali nyingi, bunsabwe tebwakadeluka pe.
JOH 21:12	<p-n>@Joni 21:12</p-n>	Jesu wakati kulimbabo, ''Kamuza akulya chilyo chachifumo.'' Takwe aakati kabasikwiiya wakayanda kumubuzya kuti, ''Nduweni?'' Bakali zizi kuti ngu Mwaami. 
JOH 21:13	<p-n>@Joni 21:13</p-n>	Jesu wakaza wabweza chinkwa, alimwi wachipa kulimbabo, a nswi azilazyo. 
JOH 21:14	<p-n>@Joni 21:14</p-n>	Oolu lwakali lwatatu Jesu kali kuliyubununa mwini kuli basikwiiya musule aakubuka kwakwe kuzwa kubafu.
JOH 21:15	<p-n>@Joni 21:15</p-n>	Nebakamana kulya chilyo chachifumo, Jesu wakati kuli Sayimoni Pita, ''Sayimoni mwana wa Joni, ulandiyanda na kwiinda eezi?'' Pita wakati kulinguwe, ''Iyi Mwaami wangu, ulizi kuti ndilakuyanda.'' Jesu wakati kulinguwe, '''Sanina mbelele zyangu.'' 
JOH 21:16	<p-n>@Joni 21:16</p-n>	Wakati kulinguwe lwabili, ''Sayimoni mwana wa Joni, ulandiyanda na?'' Pita wakati kulinguwe, ''Iyi Mwaami wangu, ulizi kuti ndilakuyanda.'' Jesu wakati kulinguwe, ''Bamba mbelele zyangu.''
JOH 21:17	<p-n>@Joni 21:17</p-n>	Wakati kulinguwe lwatatu, ''Sayimoni mwana wa Joni, ulandiyanda na?'' Pita wakali wanyema nkaambo Jesu wakali wamubuzya lwatatu, ''Ulandiyanda na?'' Wakati kulinguwe, ''Mwaami, ulizizi zyoonse eezi zintu, ulizi kuti ndakuyanda.'' Jesu wakati kulinguwe, ''Sanina mbelele zyangu. 
JOH 21:18	<p-n>@Joni 21:18</p-n>	Nchobeni, nchobeni, ndakwaambila, niwakachili muniini, wakalikulizwaatika akweenda kufumbwa nkuwakali kuyanda, pesi niwakkomena, uyootandabika maboko aako, alimwi umwi uyookuzwatika a kukubweza kukutola nkotayandi kwiinka.''
JOH 21:19	<p-n>@Joni 21:19</p-n>	Lino Jesu wakachaamba eechi kuchitila musyobo walufu Pita ngwatakalemeke Leza. Nakamana kwaamba eechi, wakati kuli Pita, ''Nditobele.''
JOH 21:20	<p-n>@Joni 21:20</p-n>	Pita wakachebuka alimwi wabona sikwiiya ooyo Jesu ngwakali kuyandisya nkayoobubatobela, ooyo wakali aafwifwi kubbazu lya Jesu kuchiindi cha chilalilo alimwi wakati, ''Mwaami, utakakuuzye?'' 
JOH 21:21	<p-n>@Joni 21:21</p-n>	Pita wakamubona akwaambila Jesu, ''Ulachita biyeni mwaalumi ooyu?''
JOH 21:22	<p-n>@Joni 21:22</p-n>	Jesu wakati kulinguwe, ''Na ndayanda kuti akkale kusikila ndaboola, niinzi eecho kulinduwe? Nditobele.'' 
JOH 21:23	<p-n>@Joni 21:23</p-n>	Lino aaka kaambo kakasaalila kuli babunyina, kuti ooyo sikwiiya takoyoofwa. Pesi Jesu teensi wakateedi kuli Pita kuti ooyo sikwiiya takoyoofwa , pesi, ''Na ndayanda kuti ukkale kusikila ndaboola, niinzi eecho kulinduwe?''
JOH 21:24	<p-n>@Joni 21:24</p-n>	Ooyu ngonguwe sikwiiya uupa bukamboni aatala azintu , alimwi iwakalemba zintu eezi, alimwi tulizi kuti bukamboni bwakwe mbwanchoonzyo. 
JOH 21:25	<p-n>@Joni 21:25</p-n>	Kuli zintu zyiingi alubo Jesu nzyakachita. Na chimwi achimwi chakalembwa aansi, ndibona kuti niiba nyika lwayo teyalikunokonzya pe kubamba magwalo anoli alembwa.
ACT 1:1	<p-n>@Nchito 1:1</p-n>	Tiyofilasi,lugwalo lutanzi ndundakalemba, ndakaamba zyoonse eezyo Jesu nzyakatalika kuchita akwiisya, 
ACT 1:2	<p-n>@Nchito 1:2</p-n>	mane kubuzuba mbwakatolwa kujulu, nakamana kupa mulalilo kwiinda mu Muuya Uusalala kuba tumwa mbakasalide. 
ACT 1:3	<p-n>@Nchito 1:3</p-n>	Nakamana kupenga, wakalitondezya lwakwe muzitondezyo zyiingi zizundikizya.
ACT 1:4	<p-n>@Nchito 1:4</p-n>	Chindi nakali kubungana aamwi ambabo,wakabalayilila kuti batazwi mu Jelusalema,pesi bakalindile chisyomezyo cha Taata, Eecho nchaakamba kuti, "mwakamvwa kulindime 
ACT 1:5	<p-n>@Nchito 1:5</p-n>	kuti choonzyo, Joni waka bbabbatizya a meenda, pesi nywebo mumazuba mache biyo muyo bbabbatizigwa muMuuya Uusalala."
ACT 1:6	<p-n>@Nchito 1:6</p-n>	Aawo nibaka bungene aamwi bakabuzya kuti, "Mwami, sena echi nchechindi nchoyobusilizya Bwami ku Izilayeli?''
ACT 1:7	<p-n>@Nchito 1:7</p-n>	Wakabambila kuti, ''tachili kulindinywe kuziba zyiindi eezyo Taata nzyakabamba munguzu zyakwe. 
ACT 1:8	<p-n>@Nchito 1:8</p-n>	Pesi muyotambula nguzu aawo Muuya Uusalala nuyosika aalindinywe, mpawo muyooba bakamboni bangu mu Jelusalemu amu Judiya moonse amu Samaliya, akumamanino anyika.''
ACT 1:9	<p-n>@Nchito 1:9</p-n>	Chiindi Mwami Jesu nakaamba eezi zintu, mpawawo kabachilangide kujulu, wakanyamoulwa mujulu, mpawo ijoba lyakamusisa kuzwa kumeso aabo.
ACT 1:10	<p-n>@Nchito 1:10</p-n>	Mbubonya kabachilangisisya kujulu mbuli mbwakeenda, mpawo mpawo, baalumi babili bakayimikila kulubazu lwabo kabasamide zisamo zituba. 
ACT 1:11	<p-n>@Nchito 1:11</p-n>	Bakaamba kuti, ''Yo balumi baku Galili, nkambonzi nomwimvwi aano akulanga mujulu? Jesu ooyu watansiikwa kuzwa kulindinywe kuya kujulu, mbubonya uuyobola muchiimo nchichonya nchomwamubona kayinka aacho kujulu.
ACT 1:12	<p-n>@Nchito 1:12</p-n>	Mpawo bakajokela ku Jelusalema kabazwa kuchilundu chitegwa Oliveti, eecho chili aafwifwi aku Jelusalemu, lweendo lwabuzuba bwa Sabata. 
ACT 1:13	<p-n>@Nchito 1:13</p-n>	Mpawo nibakasika, bakatanta mung'anda yamujulu, oomo mubakali kukkala. Bakali Pita, Joni, Jemusi, Andulo, Filipu, Tomasi, Bbatolomyu, Mateyo,Jemusi mwana wa Alufiyasi, Sayimoni mu Ziloti, a Judasi mwana wa Jemusi. 
ACT 1:14	<p-n>@Nchito 1:14</p-n>	Boonse bakali peda kumulimo wakukomba antomwe abanakazi, a Meli banyina ba Jesu Kkilisito abanabakwabo.
ACT 1:15	<p-n>@Nchito 1:15</p-n>	Mumazubayo Pita wakiimikila akati kababakwabo, bakati kabe mwaanda amakkumi aabili, akwamba kuti, 
ACT 1:16	<p-n>@Nchito 1:16</p-n>	''Nobakwesu, chakalelede kuti magwalo azuzikizigwe kuti Muuya Uusalala wakamba lutanzi kumulomo wa Devidi azya Judasi, ooyo wakazulwida aabo bakaanga Jesu.
ACT 1:17	<p-n>@Nchito 1:17</p-n>	Nkaambo wakaluumwi wesu mpawo wakatambula chaabilo chamulimo ooyu.'' 
ACT 1:18	<p-n>@Nchito 1:18</p-n>	Lino mwaalumi ooyu wakawula muunda a mpindu nzyakatambula mububi bwakwe, eelyo nkukonya wakawa watola mutwe lutaanzi amubili wakwe wakabbaluka alimwi mala aakwe akafwasukila kunze. 
ACT 1:19	<p-n>@Nchito 1:19</p-n>	Boonse bakkali bamu Jelusalemu bakamvwa ataala achechi, mpawo bakawulika muunda ooyo mumwaambo wabo ''Akeludama, ''nkukwamba kuti, ''Muunda wa Bulowa.''
ACT 1:20	<p-n>@Nchito 1:20</p-n>	''Nkaambo kuli lembedwe mulugwalo lwa Ntembawuzyo,
ACT 1:21	<p-n>@Nchito 1:21</p-n>	Nkinkako, kulelede, kuti umwi wabantu bakeenda aswe chiindi choonse Mwami Jesu nakanjila akuzwa aakati kesu, 
ACT 1:22	<p-n>@Nchito 1:22</p-n>	kutalikila kuzwa kulubbabbatizyo lwa Joni kulosika kubuzuba mbwakabwezegwa kuzwa kulindiswe, abe kamboni andiswe kububuke bwakwe.''
ACT 1:23	<p-n>@Nchito 1:23</p-n>	Mpawo bakabika baalumi babili kunembo, Jozefu uutegwa Bbasabbasi, ooyo wakawulikwa lubo izina lyakuti Jasitasi, a Matiyasi.
ACT 1:24	<p-n>@Nchito 1:24</p-n>	Eelyo bakakomba akwamba kuti, ''Mwami, webo, ulizi myoyo yabantu boonse, nkinkaako yubununa kuti nguuli wababili aaba ; ooyo ngosalide 
ACT 1:25	<p-n>@Nchito 1:25</p-n>	abweze busena mumulimo oyu abutumwa oobo mbwakasiya Judasi akuya kubusena bwakwe.''
ACT 1:26	<p-n>@Nchito 1:26</p-n>	Mpawo bakawuma chisolo, alimwi chisolo chakawida kuli Matiyasi, mpawo wakabalwa aamwi abatumwa bali kkumi awumwi.
ACT 2:1	<p-n>@Nchito 2:1</p-n>	Nibwakasika buzuba bwa Pentekosita, boonse bakali aantomwe aabusena bomwe. 
ACT 2:2	<p-n>@Nchito 2:2</p-n>	Mpawaawo kwakasikka muzuzumo wakazwa kujulu ulimbuli kuunga waguwo pati, wakazuzya ng'anda yoonse mubakabede. 
ACT 2:3	<p-n>@Nchito 2:3</p-n>	Mpawaawo kwakalibonia ndimi zilimbuli zyamulilo zyakabakkala, alimwi zyakabakkala umwi awumwi. 
ACT 2:4	<p-n>@Nchito 2:4</p-n>	Boonseni bakazula aMuuya Uusalala mpawo bakatalika kwaambuula mumilaka, mbuli mbubakazumininwa aMuuya.
ACT 2:5	<p-n>@Nchito 2:5</p-n>	Lino kwakali baJuda bakali kukkala mu Jelusalemu, bakalo aabuna leza, balikuzwa kumanyika woonse alimunsejulu. 
ACT 2:6	<p-n>@Nchito 2:6</p-n>	Ooyu muzuzumo niwakamvwigwa, makamu makamu aabantu akaboola aamwi alubo bakagamba nkaambo bakabamvwa kabaambuula mumilaka yabo. 
ACT 2:7	<p-n>@Nchito 2:7</p-n>	Bakayoowa akugamba; bakati sena aaba boonse balikwaambula tabali bamu Galilii na?
ACT 2:8	<p-n>@Nchito 2:8</p-n>	Nkamboonzi nitulikubamvwa, umwi awumwi mumilaka yabuzyalwe bwesu? 
ACT 2:9	<p-n>@Nchito 2:9</p-n>	Baku Patiya abaku Medesi abaku Elamiya, abaabo bakkala ku Mesopotamiya, mu Judiya abaku Kkapadokkiya, ku Pontasi aku Ezhia, 
ACT 2:10	<p-n>@Nchito 2:10</p-n>	ku Pirigiya aku Pamfiliya, ku Ejipiti aamwi mabazu a Libbiya aku Sayilini, abeenzu bakalikuzwa ku Roma, 
ACT 2:11	<p-n>@Nchito 2:11</p-n>	baJuda abakasanduka baku Kkilete abana Arabiya, twabamvwa balaambuula mumilaka yesu aatala amilimu iigambya yaLeza."
ACT 2:12	<p-n>@Nchito 2:12</p-n>	Boonse bakakankama akuyoowa kupati, bakambuula umwi kuluumwi, "Eechi chaambaanzi?" 
ACT 2:13	<p-n>@Nchito 2:13</p-n>	Pesi bamwi bakabaniaka bati, "Bakkuuta wayini mupya."
ACT 2:14	<p-n>@Nchito 2:14</p-n>	Pesi Pita wakayimikila abalikumi awumwi, wakatola muju jwi lyakwe, wakabaambila kuti, "Nobaalumi bamu Judiya, antoomwe amoonse nimukkala mu Jelusalema, eechi achizibinkane kulindinywe; amuteelele loko kumajwi aangu. 
ACT 2:15	<p-n>@Nchito 2:15</p-n>	Nkaambo aaba bantu tabakoledwe pe mboli mbumulikubayeyela, nkaambo lichili biyo wola lyatatu lyabuzuba.
ACT 2:16	<p-n>@Nchito 2:16</p-n>	Pesi eechi nchenchicho chakaambidwe kuzwa kumusinsimi Jowelu: 
ACT 2:17	<p-n>@Nchito 2:17</p-n>	'Kuyooba kumazuba akumamanino,' Leza uwamba oobo, 'Ndiyotila muuya wangu aatala anyama yoonse, bana benu balombe abasimbi bayoosinsima, bakubusi bayoobona zilengaano, abamanene benu bayoolota ziloto.
ACT 2:18	<p-n>@Nchito 2:18</p-n>	Chanchoonzyo balanda bangu bachaalumi abalanda bachanakazi mumazuba aayo nindiyotila Muuya wangu, bayoosinsima. 
ACT 2:19	<p-n>@Nchito 2:19</p-n>	Ndiyotondezya zigambyo kujulu azitondezyo aanyika, bulowa, mulilo, akawuntumusi kabusi.
ACT 2:20	<p-n>@Nchito 2:20</p-n>	Zuba liyoosiya amweezi uyooba bulowa, kabutana kusika buzuba bupati bwakuboola kwa Mwami. 
ACT 2:21	<p-n>@Nchito 2:21</p-n>	Kuyoba kuti boonse bayita muzina lya Mwami bayofutulwa.
ACT 2:22	<p-n>@Nchito 2:22</p-n>	Nobaalumi baku Izilayeli, amumvwe majwi aaya: Jesu muNazalata, wakali mwaalumi ngumwakasalilwa a Leza amanguzu mapati antoomwe azigambyo azitondezyo nzyakachita Leza kwiinda mulinguwe akaki kenu, mbubonya mbuli mbomuzi. 
ACT 2:23	<p-n>@Nchito 2:23</p-n>	Ooyu mwaalumi mwakamupegwa kwiinda mumakanze amuluzibo; andinywe, kwiinda mumaanza aabatalemeki mulawu, mwakamubambula akumujeya; 
ACT 2:24	<p-n>@Nchito 2:24</p-n>	pesi Leza wakamubusya, wakamwaangununa kumachise aalufu, nkaambo teensi chakalikukonzeka kuti akkalilile mulindulo.
ACT 2:25	<p-n>@Nchito 2:25</p-n>	Nkaambo Devidi waamba boobu aatala anguwe, 'Ndakabona Mwami lyoonse kubusyu bwangu, nkaambo uliko kulubazu lwakululyo kuti nsikasunzulusigwi. 
ACT 2:26	<p-n>@Nchito 2:26</p-n>	Nkenkaako moyo wangu wakabotelwa alulimi lwangu lwakakondwa. Alubo, nyama yangu iyookkala mubusichaamba.
ACT 2:27	<p-n>@Nchito 2:27</p-n>	Nkaambo tokoyoolekela muuya wangu mu Hadesi, nikuba kuyozumina Musalali wako kuti akabone bubozi. 
ACT 2:28	<p-n>@Nchito 2:28</p-n>	Wakachita kuti zizibwe kulindime nzila zyabuumi; uyondipa kuti ndikazule lukondo kubusyu bwako.'
ACT 2:29	<p-n>@Nchito 2:29</p-n>	Nobayandwa, eechi chililuleme kulindime kuti ngambuule aatala asikale Devidi, wakafwa akuvwikwa, kabanda kakwe mpukachili ambulisunu akati kesu. 
ACT 2:30	<p-n>@Nchito 2:30</p-n>	Nekubaboobo, wakalimusinsimi alubo wakalizi kuti Leza wakali wasyomezya muchikonke kulinguwe kuti, uyoonanika umwi wamumazyalane aakwe uutakakkale aachuuno chakwe. 
ACT 2:31	<p-n>@Nchito 2:31</p-n>	Wakabona zyakali kuyanda kuchitika muchiindi chiboola kwaamba aatala abubuke bwa Kkilisito, 'Taakwe pe anakalekelwa mu Hadesi, nuuba amubili wakwe taakwe niwakabola pe.'
ACT 2:32	<p-n>@Nchito 2:32</p-n>	Ooyu Jesu, Leza ngwaakabusya, uuli ngonguwe toonse ngotuli kaamboni. 
ACT 2:33	<p-n>@Nchito 2:33</p-n>	Nkenkaako kwiinda mukusumpulwa akubikwa kujanza lyalulyo lwa Leza alubo amukutambula Muuya Uusalala wachisyomezyo kuzwa kuli Wisi, wakatila eechi, eecho nchimubona akumvwa.
ACT 2:34	<p-n>@Nchito 2:34</p-n>	Nkaambo Devidi taakwe pe naakatanta kuya kujulu, pesi uwamba kuti, 'Mwami wakati kuMwami wangu,' "Kokkala kujanza lyakuulyo lwangu 
ACT 2:35	<p-n>@Nchito 2:35</p-n>	mane ndikachite basinkondonyokwe chilyatilizyo chandyatyo zyamawulu aako."' 
ACT 2:36	<p-n>@Nchito 2:36</p-n>	Aboobo, akube kuti yoonse ng'anda ya Izilayeli izibe kuti Leza nguwakamuchita kuba Mwami a Kkilisito, ooyu Jesu ngumwakabambula."
ACT 2:37	<p-n>@Nchito 2:37</p-n>	Lino nibakamvwa eezi zyoonse, bakayaswa mumyoyo yabo, bakaambila Pita antoomwe abatumwa boonse bati, "Nobakwesu, tuchite biyeni?" 
ACT 2:38	<p-n>@Nchito 2:38</p-n>	Mpawo Pita wakabaambila kuti, "Amusanduke, alubo mubbabbatizigwe, umwi awumwi wenu muzina lya Jesu Kkilisito kuti mulekelelwe zibi zyenu, mpawo muyootambula chipo cha Muuya Uusalala. 
ACT 2:39	<p-n>@Nchito 2:39</p-n>	Nkaambo chisyomezyo nchichanu abana banu aboonse bazwa kule, abuvule bwabantu boonse mbatanoli wiita Mwami Leza."
ACT 2:40	<p-n>@Nchito 2:40</p-n>	Aambi majwi miingi wakabapa bukamboni akubalayilila, akwaamba kuti, "Amulifutule kuzwa kuli eeli zyalane lyabubi." 
ACT 2:41	<p-n>@Nchito 2:41</p-n>	Mpawo bakatambula ijwi lyakwe, bakabbabbatizigwa, bakayungizigwa oobo buunsi bakasanduka kabayeyelwa kusika kuzyuulu zitatu. 
ACT 2:42	<p-n>@Nchito 2:42</p-n>	Bakalipeda kunjiisyo zyabatumwa, akubulyidilano, mukukwamuna chinkwa amukukomba.
ACT 2:43	<p-n>@Nchito 2:43</p-n>	Kuyoowa kwakabawo kumuntu amuntu, antoomwe azigambyo azitondeezyo zyiingi zyakachitwa kwiinda mubatumwa. 
ACT 2:44	<p-n>@Nchito 2:44</p-n>	Boonse bakazumina bakali antoomwe kabali aazintu zyoose mukuba aamwi, 
ACT 2:45	<p-n>@Nchito 2:45</p-n>	mpawo bakawuzya nzibakali aazyo ambono zyabo, akuzyaabana boonse akati kabo, umwi awumwi mbuli kubula kwabo.
ACT 2:46	<p-n>@Nchito 2:46</p-n>	Mubuzuba abuzuba bakalikulipeda lwabo amaboneno omwe muchikombelo, alimwi bakali kukwamuna chinkwa mumaanda aabo, kabaabana chakulya antoomwe chakukondwa amyoyo iwangunukide; 
ACT 2:47	<p-n>@Nchito 2:47</p-n>	bakatembawula Leza akuba aaluzyalo kubantu boonse,  alubo mazuba woonse Mwami wakayujngizya mweelwe wabaabo bakalikufutulwa.
ACT 3:1	<p-n>@Nchito 3:1</p-n>	Lino Pita a Jon bakalikuya muchikombelo muchiindi chakukomba, muwola lyamusanu atune. 
ACT 3:2	<p-n>@Nchito 3:2</p-n>	Lino umwi mwaalumi wakalemene kuzwa mwida lyabanyina wakali kunoongwa wabwezwa wakutulwa aamulyango wachikombelo ooyo wakalikutegwa Mubotu. Bakalikumutula mpawaawo abuzuba kuchitila kuti kalikukumbila zipo kubantu banjila muchikolmbelo chazipo. 
ACT 3:3	<p-n>@Nchito 3:3</p-n>	Naakabona Pita a Joni kabalikwaamba kunjila muchikombelo, wakabakumbila zipo.
ACT 3:4	<p-n>@Nchito 3:4</p-n>	Pita wakamulangisisya, kali a Joni, wakati "Tulange." 
ACT 3:5	<p-n>@Nchito 3:5</p-n>	Mwaalumi uulemene wakabalanga kalangila kutambula chimwi chintu kuzwa kulimbabo. 
ACT 3:6	<p-n>@Nchito 3:6</p-n>	Pesi Pita wakati, "Nsiliva angolide nsikwe pe, pesi nchelaacho ndilakupa.  Muzina lya Jesu Kkilisito waku Nazaleta, enda."
ACT 3:7	<p-n>@Nchito 3:7</p-n>	Kamujisi akuboko kwakuchilisyo, Pita wakamunyampula, mpawo ingo amawulu aakwe akasima. 
ACT 3:8	<p-n>@Nchito 3:8</p-n>	Wakasunkutila mujulu, mwaalumi mulema wakanyampuka wasanguna kweenda, mpawo wakanjila a Pita a Joni muchikombelo kayabweenda, kayabusunkuta akulumbayizya Leza.
ACT 3:9	<p-n>@Nchito 3:9</p-n>	Bantu boonse bakamubona kayabweenda akulumbayizya Leza. 
ACT 3:10	<p-n>@Nchito 3:10</p-n>	Bakabona kuti nguwe uulya mwaalumi wakali kukumbila zipo kubantu aaMulyango Mubotu wachikombelo; mpawo bakagamba chakwiindilila nkaambo kachakachitika kulinguwe.
ACT 3:11	<p-n>@Nchito 3:11</p-n>	Nakachijisilidi kuli Pita a Joni, bantu boonse bakachijanina kulimbabo kubbazu litegwa ndilya Solomoni, kambagambide loko. 
ACT 3:12	<p-n>@Nchito 3:12</p-n>	Pita nakazibona eezi wakabasandula bantu wati, "Inywe nombaalummi ba Izilayili nkamboonzi nimugamba? Nkamboonzi nimutulangisisya, aanga ndiswe twamuponia amangu eesu nakuti abu Leza bwesu?
ACT 3:13	<p-n>@Nchito 3:13</p-n>	Leza wa Abbulahamu, awa Ayizeki, awa Jakobo, Leza wama taata eesu, wapa bulemu kumulanda wakwe Jesu. Nguwe ngumwakapeda mwamukaka kubusyu bwa Payileti, aawo we naakasalide kumwaangununa. 
ACT 3:14	<p-n>@Nchito 3:14</p-n>	Mwakakaka Musalali a Mululami. Pesi mwakalikumbilila mujayi kuti awangununwe.
ACT 3:15	<p-n>@Nchito 3:15</p-n>	Mwakajaya Sikwaanza buumi, ooyo Leza ngwakabusya kubafu, tulibakamboni bazyo eezi. 
ACT 3:16	<p-n>@Nchito 3:16</p-n>	Nkaambo kalusyomo muzina lyakwe, zina lyakwe lyapa kuti ooyu mwaalumi, ngumubwene akuziba, kuti asime. Lusyomo kwiinda muli Jesu lwamupa bulondozi bubotu kunembo lyanu.
ACT 3:17	<p-n>@Nchito 3:17</p-n>	Lino nobakwesu ndilikwaamba kuti mwakachita mukutaziba, mbuli mbubakachita batongi benu. 
ACT 3:18	<p-n>@Nchito 3:18</p-n>	Pesi zintu nzyakaamba Leza kwiinda mumilomo yaba sinsimi boonse, kuti Kkilisito wakwe uzopenzegwa, lino wazizuzikizya.
ACT 3:19	<p-n>@Nchito 3:19</p-n>	Amusanduke, aboobo, muboole, nkokuti zibi zyenu zisalazigwe. Kuchitila kuti kwaba zyiindi zyakulyookezya ku Mwami; 
ACT 3:20	<p-n>@Nchito 3:20</p-n>	mpawo ulamutumina Kkilisito ngumwakasalilwa Jesu.
ACT 3:21	<p-n>@Nchito 3:21</p-n>	Ngonguwe weelede kutambulwa ajulu mane zintu zyoonse zikabweedezegwe muchiimo chazyo, aatala aazintu Leza nzyakaambuula kwiinda mumilomo yaba sinsimi basalala. 
ACT 3:22	<p-n>@Nchito 3:22</p-n>	Mozesi kampatila wakati, Mwami Leza uzoobusya musinsimi uulimbuli ndime kuzwa aakati kabakwenu. Muyooswiilila zyoonse nzyatakaambe kulindinywe. 
ACT 3:23	<p-n>@Nchito 3:23</p-n>	Chiyooba mbubo kuti muntu woonse uutakaleke kumuswiilila ooyo musinsimi uyoonyonyoonwa akati kabantu.
ACT 3:24	<p-n>@Nchito 3:24</p-n>	Iyii, aboonse basinsimi kuzwa kuli Samuyele abaabo bakazoza musule lyakwe, bakaambula akuzibisya aatala amazuba aaya. 
ACT 3:25	<p-n>@Nchito 3:25</p-n>	Mulibana babasinsimi abachizuminano nchakachita Leza abasikale benu, mbuli mbakaamba kuli Abbulahamu kuti, 'Mumbuto yako, azikkalongezegwe mpuli zyoonse zyaanyika.' 
ACT 3:26	<p-n>@Nchito 3:26</p-n>	Leza wakabusya mulanda wakwe wamutumina kulindinywe sansina, kuti amulongezye moonse akusandula umwi awumwi wenu kuzwa kuzibi zyakwe."
ACT 4:1	<p-n>@Nchito 4:1</p-n>	Pita a Joni nkabali kwambula kubantu, bapaizyi amuzulwidi wa tempele,aba Sadusi bakabasikila. 
